RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
47,47.000,P_47_000,"This part describes policies and procedures for (1) applying transportation and traffic management considerations in the acquisition of supplies and (2) acquiring transportation or transportation-related services by contract methods other than bills of lading, transportation requests, transportation warrants, and similar transportation forms.",P_47_000: Part 47 describes policies and procedures for transportation in acquisition,P_47_000 = P_47_000_a ∧ P_47_000_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for Part 47 scope. Two main purposes of the part are conjunctively required.,HIGH
47,47.000(a),P_47_000_a,This part describes policies and procedures for applying transportation and traffic management considerations.,P_47_000_a: Part describes policies and procedures for transportation,P_47_000_a = P_47_000_a_1 ∧ P_47_000_a_2,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent of (a)(1) and (a)(2). Both scope elements are conjunctive.,HIGH
47,47.000(a)(1),P_47_000_a_1,Applying transportation and traffic management considerations in the acquisition of supplies.,P_47_000_a_1: This part covers applying transportation and traffic management considerations in acquisition of supplies,P_47_000_a_1,None,N/A (atomic statement),VALIDATED,PASS,PASS,Atomic scope statement. Identifies first purpose of Part 47.,HIGH
47,47.000(a)(2),P_47_000_a_2,"Acquiring transportation or transportation-related services by contract methods other than bills of lading, transportation requests, transportation warrants, and similar transportation forms.",P_47_000_a_2: This part covers acquiring transportation services by contract methods other than bills of lading and similar forms,P_47_000_a_2,None,N/A (atomic statement),VALIDATED,PASS,PASS,Atomic scope statement. Identifies second purpose of Part 47. Excludes bill of lading acquisitions from coverage.,HIGH
47,47.000(b),P_47_000_b,"Acquire transportation and transportation services either subject to the FAR or using the bill of lading as the contract under 49 U.S.C. 10721 or 49 U.S.C. 13712. The FAR does not regulate acquisition when the bill of lading is the contract, but section 47.104 provides guidance.",P_47_000_b_a: Transportation acquired subject to FAR or using bill of lading under 49 U.S.C. 10721 or 13712; P_47_000_b_b: FAR does not regulate acquisition when bill of lading is the contract; P_47_000_b_c: Section 47.104 provides guidance on bill of lading method,(P_47_000_b_a) ∧ (P_47_000_b_b ∧ P_47_000_b_c),P_47_104,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Disjunctive acquisition method (FAR or bill of lading) combined with conjunctive guidance statement.,HIGH
47,47.001,P_47_001,Definitions used in this part.,P_47_001: Part 47 definitions apply as used in this part,P_47_001 = P_47_001_BOL ∧ P_47_001_CBL ∧ P_47_001_GBL ∧ P_47_001_carrier ∧ P_47_001_common_carrier ∧ P_47_001_contract_carrier ∧ P_47_001_GRT ∧ P_47_001_HHG ∧ P_47_001_noncontiguous ∧ P_47_001_released_value,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for all definitions in 47.001.,HIGH
47,47.001_BOL,P_47_001_BOL,"Bill of lading means a transportation document, used as a receipt of goods, as documentary evidence of title, for clearing customs, and generally used as a contract of carriage.",P_47_001_BOL_a: Bill of lading is a transportation document; P_47_001_BOL_b: Used as receipt of goods; P_47_001_BOL_c: Documentary evidence of title; P_47_001_BOL_d: Used for clearing customs; P_47_001_BOL_e: Generally used as contract of carriage,P_47_001_BOL = P_47_001_BOL_a ∧ P_47_001_BOL_b ∧ P_47_001_BOL_c ∧ P_47_001_BOL_d ∧ P_47_001_BOL_e,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Definitional proposition. All elements are conjunctive attributes of a bill of lading.,HIGH
47,47.001_CBL,P_47_001_CBL,"Commercial bill of lading (CBL), unlike the Government bill of lading, is not an accountable transportation document.",P_47_001_CBL: CBL is not an accountable transportation document,~P_47_001_CBL_accountable,None,Negation (Neg): Rule 10,VALIDATED,PASS,PASS,Definitional negation. CBL distinguished from GBL by lack of accountability.,HIGH
47,47.001_GBL,P_47_001_GBL,"Government bill of lading (GBL) is an accountable transportation document, authorized and prepared by a Government official.",P_47_001_GBL_a: GBL is an accountable transportation document; P_47_001_GBL_b: GBL is authorized and prepared by a Government official,P_47_001_GBL = P_47_001_GBL_a ∧ P_47_001_GBL_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Definitional conjunction. Two mandatory attributes of a GBL.,HIGH
47,47.001_carrier,P_47_001_carrier,Carrier or commercial carrier means a common carrier or a contract carrier.,P_47_001_carrier_a: Entity is a common carrier; P_47_001_carrier_b: Entity is a contract carrier,P_47_001_carrier = P_47_001_carrier_a ∨ P_47_001_carrier_b,None,Disjunction (Disj): Rule 8,VALIDATED,PASS,PASS,Definitional disjunction. Carrier is either common or contract carrier.,HIGH
47,47.001_common_carrier,P_47_001_common_carrier,Common carrier means a person holding itself out to the general public to provide transportation for compensation.,P_47_001_common_carrier: Common carrier is a person providing transportation to general public for compensation,P_47_001_common_carrier,None,N/A (atomic definition),VALIDATED,PASS,PASS,Atomic definitional statement.,HIGH
47,47.001_contract_carrier,P_47_001_contract_carrier,Contract carrier means a person providing transportation for compensation under continuing agreements with one person or a limited number of persons.,P_47_001_contract_carrier: Contract carrier provides transportation for compensation under continuing agreements with limited persons,P_47_001_contract_carrier,None,N/A (atomic definition),VALIDATED,PASS,PASS,Atomic definitional statement. Distinguished from common carrier by limited clientele.,HIGH
