RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
28,28.000,P_28_000,"This part prescribes requirements for obtaining financial protection against losses under contracts that result from the use of the sealed bid or negotiated methods. It covers bid guarantees, bonds, alternative payment protections, security for bonds, and insurance.","P_28_000_a: Part 28 prescribes requirements for obtaining financial protection against losses under contracts using sealed bid or negotiated methods; P_28_000_b: Part 28 covers bid guarantees; P_28_000_c: Part 28 covers bonds; P_28_000_d: Part 28 covers alternative payment protections; P_28_000_e: Part 28 covers security for bonds; P_28_000_f: Part 28 covers insurance","P_28_000_a ^ P_28_000_b ^ P_28_000_c ^ P_28_000_d ^ P_28_000_e ^ P_28_000_f","DEFERRED","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Scope statement. Six conjunctive elements describing Part 28 coverage areas. Straightforward conjunction of declarative statements.","HIGH"
28,28.001,P_28_001,"Definitions. As used in this part, the following terms are defined (parent aggregating 8 defined terms: attorney-in-fact, bid, bid guarantee, bidder, bond, consent of surety, penal sum, reinsurance).","P_28_001: Part 28 definitions section establishing meanings for 8 terms","P_28_001_def_atty ^ P_28_001_def_bid ^ P_28_001_def_bidguar ^ P_28_001_def_bidder ^ P_28_001_def_bond ^ P_28_001_def_consent ^ P_28_001_def_penal ^ P_28_001_def_reins","DEFERRED","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Parent proposition aggregating all definitions. All terms defined conjunctively within Part 28 scope.","HIGH"
28,28.001(def:attorney-in-fact),P_28_001_def_atty,"Attorney-in-fact means an agent, independent agent, underwriter, or any other company or individual holding a power of attorney granted by a surety.","P_28_001_def_atty_a: Entity is an agent; P_28_001_def_atty_b: Entity is an independent agent; P_28_001_def_atty_c: Entity is an underwriter; P_28_001_def_atty_d: Entity is any other company or individual holding a power of attorney granted by a surety","(P_28_001_def_atty_a v P_28_001_def_atty_b v P_28_001_def_atty_c v P_28_001_def_atty_d) -> Attorney_in_Fact","DEFERRED","Addition (Add): Rule 8; Material Implication (Impl): Rule 15 [HIGH-RISK]","PENDING_REVIEW","PASS","PASS","Disjunctive definition: any of four categories qualifies. Rule 15 used for definitional implication. The disjunction is inclusive; multiple categories could apply simultaneously.","MEDIUM"
28,28.001(def:bid),P_28_001_def_bid,"Bid means any response to a solicitation, including a proposal under a negotiated acquisition.","P_28_001_def_bid_a: Entity is a response to a solicitation; P_28_001_def_bid_b: Definition includes proposals under negotiated acquisitions","P_28_001_def_bid_a ^ P_28_001_def_bid_b","DEFERRED","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Broad definitional statement. The 'including' clause is additive clarification, not a separate condition. Conjunction appropriate because the definition encompasses both elements.","HIGH"
28,28.001(def:bid_guarantee),P_28_001_def_bidguar,"Bid guarantee means a form of security assuring that the bidder (1) will not withdraw a bid within the period specified for acceptance; and (2) will execute a written contract and furnish required bonds within the time specified. (Parent aggregating (1) and (2).)","P_28_001_def_bidguar: Bid guarantee is a form of security assuring bidder compliance with sub-requirements (1) and (2)","P_28_001_def_bidguar_1 ^ P_28_001_def_bidguar_2","DEFERRED","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Parent proposition. The 'and' connector between (1) and (2) makes this conjunctive. Both assurances are required for the definition to be satisfied.","HIGH"
28,28.001(def:bid_guarantee)(1),P_28_001_def_bidguar_1,"Will not withdraw a bid within the period specified for acceptance.","P_28_001_def_bidguar_1: Bidder will not withdraw bid within the acceptance period","~Withdraw_Bid_During_Acceptance_Period","DEFERRED","Negation (Neg): Rule 10","VALIDATED","PASS","PASS","Simple negation. The bid guarantee assures that the bidder will NOT withdraw. Atomic proposition.","HIGH"
28,28.001(def:bid_guarantee)(2),P_28_001_def_bidguar_2,"Will execute a written contract and furnish required bonds, including any necessary coinsurance or reinsurance agreements, within the time specified in the bid, unless a longer time allowed, after receipt of the specified forms.","P_28_001_def_bidguar_2_a: Bidder will execute a written contract within specified time; P_28_001_def_bidguar_2_b: Bidder will furnish required bonds including coinsurance/reinsurance within specified time; P_28_001_def_bidguar_2_c: Longer time may be allowed","(P_28_001_def_bidguar_2_a ^ P_28_001_def_bidguar_2_b) v P_28_001_def_bidguar_2_c","DEFERRED","Conjunction (Conj): Rule 7; Addition (Add): Rule 8","PENDING_REVIEW","PASS","PASS","Execute contract AND furnish bonds are conjunctive requirements. The 'unless a longer time allowed' creates a disjunctive alternative to the time constraint rather than negating the obligation itself. Marked PENDING_REVIEW due to ambiguity in how the time extension interacts with the base obligations.","MEDIUM"
28,28.001(def:bidder),P_28_001_def_bidder,"Bidder means any entity that is responding or has responded to a solicitation, including an offeror under a negotiated acquisition.","P_28_001_def_bidder_a: Entity is currently responding to a solicitation; P_28_001_def_bidder_b: Entity has responded to a solicitation; P_28_001_def_bidder_c: Definition includes offerors under negotiated acquisitions","(P_28_001_def_bidder_a v P_28_001_def_bidder_b) ^ P_28_001_def_bidder_c","DEFERRED","Addition (Add): Rule 8; Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Disjunctive temporal scope (is responding OR has responded) combined conjunctively with the clarifying inclusion of negotiated acquisition offerors.","HIGH"
28,28.001(def:bond),P_28_001_def_bond,"Bond means a written instrument executed by a bidder or contractor (the 'principal'), and a second party (the 'surety' or 'sureties') (except as provided in 28.204), to assure fulfillment of the principal's obligations to a third party (the 'obligee' or 'Government'), identified in the bond. If the principal's obligations are not met, the bond assures payment, to the extent stipulated, of any loss sustained by the obligee. The types of bonds and related documents are as follows: (parent aggregating (1)-(6)).","P_28_001_def_bond_a: Bond is a written instrument executed by principal and surety (except 28.204); P_28_001_def_bond_b: Bond assures fulfillment of principal obligations to obligee; P_28_001_def_bond_c: If obligations not met then bond assures payment of loss; P_28_001_def_bond_d: Six types of bonds defined in (1)-(6)","P_28_001_def_bond_a ^ P_28_001_def_bond_b ^ (~Obligations_Met -> Payment_of_Loss) ^ (P_28_001_def_bond_1 v P_28_001_def_bond_2 v P_28_001_def_bond_3 v P_28_001_def_bond_4 v P_28_001_def_bond_5 v P_28_001_def_bond_6)","DEFERRED","Conjunction (Conj): Rule 7; Material Implication (Impl): Rule 15 [HIGH-RISK]; Addition (Add): Rule 8","PENDING_REVIEW","PASS","PASS","Complex parent definition. Core definition is conjunctive. The remedial clause ('If obligations not met') is a conditional triggering payment assurance. The six bond types are disjunctive categories. Exception for 28.204 noted as dependency. Rule 15 used for the conditional payment trigger.","MEDIUM"
28,28.001(def:bond)(1),P_28_001_def_bond_1,"An advance payment bond secures fulfillment of the contractor's obligations under an advance payment provision.","P_28_001_def_bond_1: Advance payment bond secures contractor obligations under advance payment provision","Advance_Payment_Bond -> Secures_Advance_Payment_Obligations","DEFERRED","Material Implication (Impl): Rule 15 [HIGH-RISK]","PENDING_REVIEW","PASS","PASS","Definitional implication: the bond type implies its security function. Rule 15 appropriate for definitional linkage. Straightforward but flagged per HIGH-RISK protocol.","MEDIUM"
