RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
37,37.000,P_37_000,This part prescribes policy and procedures specific to the acquisition and management of services by contract. This part applies to all contracts and orders for services regardless of the contract type or kind of service being acquired.,P_37_000_a: Part 37 prescribes policy and procedures specific to acquisition and management of services by contract; P_37_000_b: Part 37 applies to all contracts and orders for services regardless of contract type or kind of service,P_37_000 = P_37_000_a ∧ P_37_000_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Scope statement establishes universal applicability of Part 37 to all service contracts. Both elements are declarative and conjunctive.,HIGH
37,37.001,P_37_001,"Service contract, as used in this part, means a contract that directly engages the time and effort of a contractor whose primary purpose is to perform an identifiable task rather than to furnish an end item of supply. A service contract may be either a nonpersonal or personal contract. It can also cover services performed by either professional or nonprofessional personnel whether on an individual or organizational basis.",P_37_001_a: Service contract directly engages time and effort of contractor whose primary purpose is to perform identifiable task rather than furnish end item of supply; P_37_001_b: Service contract may be nonpersonal or personal; P_37_001_c: Service contract can cover services by professional or nonprofessional personnel on individual or organizational basis,P_37_001 = P_37_001_a ∧ (P_37_001_b ∨ P_37_001_c),None,Conjunction (Conj): Rule 7; Addition (Add): Rule 8,VALIDATED,PASS,PASS,"Definitional section. Core definition (a) is conjunctive with permissive scope (b and c). 'May' and 'can' indicate permissive categories, not mandates.",HIGH
37,37.101-1,P_37_101_1,"When acquiring services, including acquisition of commercial services using the procedures in part 12, agencies must use performance-based acquisition methods to the maximum extent practicable (with exceptions) and use an order of precedence for contract types.",P_37_101_1: Agencies acquiring services must comply with performance-based acquisition and precedence requirements,P_37_101_1 = P_37_101_1_a ∧ P_37_101_1_b,P_12 (external),Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for 37.101-1. Combines mandatory PBA requirement with precedence hierarchy. Both subsections apply when acquiring services.,HIGH
37,37.101-1(a),P_37_101_1_a,"When acquiring services, including acquisition of commercial services using the procedures in part 12, agencies must use performance-based acquisition methods to the maximum extent practicable, except for architect-engineer services (part 36), construction (part 36), utility services (part 41), or services incidental to supply purchases.","P_37_101_1_a_base: Agencies must use performance-based acquisition methods to maximum extent practicable when acquiring services; P_37_101_1_a_exc: Except for A-E services, construction, utility services, or services incidental to supply",P_37_101_1_a = P_37_101_1_a_base ∧ ~(P_37_101_1_a_1 ∨ P_37_101_1_a_2 ∨ P_37_101_1_a_3 ∨ P_37_101_1_a_4),P_12 (external); P_36 (external); P_41 (external),Conjunction (Conj): Rule 7; Negation (Neg): Rule 10; Addition (Add): Rule 8,VALIDATED,PASS,PASS,Parent for exceptions. Mandatory 'must' with carved-out exceptions. The requirement applies unless one of four exceptions is triggered. Negation of the disjunction of exceptions accurately represents 'except for' language.,HIGH
37,37.101-1(a)(1),P_37_101_1_a_1,Architect-engineer services acquired in accordance with 40 U.S.C. 1101 et seq. (see part 36).,P_37_101_1_a_1: Services are architect-engineer services acquired per 40 U.S.C. 1101 et seq.,P_37_101_1_a_1 ⊃ ~P_37_101_1_a_base,P_36 (external),Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,"Exception to PBA requirement. If services are A-E per statute, then PBA mandate does not apply. HIGH-RISK: Material implication used to model exception. Direction is correct: A-E status triggers exemption, not the reverse.",MEDIUM
37,37.101-1(a)(2),P_37_101_1_a_2,Construction (see part 36).,P_37_101_1_a_2: Services are construction,P_37_101_1_a_2 ⊃ ~P_37_101_1_a_base,P_36 (external),Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,Exception to PBA requirement for construction services. Same logical pattern as (a)(1).,MEDIUM
37,37.101-1(a)(3),P_37_101_1_a_3,Utility services (see part 41).,P_37_101_1_a_3: Services are utility services,P_37_101_1_a_3 ⊃ ~P_37_101_1_a_base,P_41 (external),Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,Exception to PBA requirement for utility services. Same logical pattern as (a)(1).,MEDIUM
37,37.101-1(a)(4),P_37_101_1_a_4,Services that are incidental to supply purchases.,P_37_101_1_a_4: Services are incidental to supply purchases,P_37_101_1_a_4 ⊃ ~P_37_101_1_a_base,None,Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,Exception to PBA requirement for incidental services. Self-contained exception with no external reference.,MEDIUM
37,37.101-1(b),P_37_101_1_b,"Use the following order of precedence (Public Law 106-398, section 821(a)): (1) A firm-fixed price performance-based contract or task order. (2) A performance-based contract or task order that is not firm-fixed price. (3) A contract or task order that is not performance-based.",P_37_101_1_b: Agencies must use order of precedence for contract types per Public Law 106-398 section 821(a),P_37_101_1_b = P_37_101_1_b_1 ∧ P_37_101_1_b_2 ∧ P_37_101_1_b_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for precedence hierarchy. All three levels are mandatory considerations. The conjunction captures that all three tiers exist; the ordering is implicit in the numbering rather than expressible in standard propositional logic.,HIGH
37,37.101-1(b)(1),P_37_101_1_b_1,A firm-fixed price performance-based contract or task order.,P_37_101_1_b_1: First precedence is firm-fixed price performance-based contract or task order,P_37_101_1_b_1,None,None (atomic statement),VALIDATED,PASS,PASS,First tier in statutory precedence hierarchy. Standalone atomic proposition representing the preferred contract type.,HIGH
