RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
42,42.000,P_42_000,This part prescribes policies and procedures for assigning and performing contract administration and contract audit services.,P_42_000_a: Part 42 prescribes policies and procedures for assigning and performing contract administration services; P_42_000_b: Part 42 prescribes policies and procedures for assigning and performing contract audit services,P_42_000 = P_42_000_a ∧ P_42_000_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Scope statement establishes the dual purpose of Part 42. Both administration and audit services are covered.,HIGH
42,42.001,P_42_001,Interagency agreements requirements for preventing duplicate oversight and ensuring payment for services.,P_42_001: Interagency agreement requirements consist of duplicate prevention and payment provisions,P_42_001 = P_42_001_a ∧ P_42_001_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition. Both subparts are mandatory requirements.,HIGH
42,42.001(a),P_42_001_a,"Agencies must use interagency agreements to prevent duplicate audits, reviews, inspections, and examinations of contractors or subcontractors by more than one agency.","P_42_001_a_1: Agencies use interagency agreements; P_42_001_a_2: Interagency agreements prevent duplicate audits, reviews, inspections, and examinations of contractors or subcontractors by more than one agency",P_42_001_a = P_42_001_a_1 ∧ P_42_001_a_2,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Mandatory requirement (must). Agencies are required to use interagency agreements as preventive measure against duplicative oversight.,HIGH
42,42.001(b),P_42_001_b,"Subject to the fiscal regulations of the agencies and applicable interagency agreements, the requesting agency must pay the servicing agency for services rendered, in accordance with the Economy Act (31 U.S.C. 1535).",P_42_001_b_1: Fiscal regulations of agencies apply; P_42_001_b_2: Applicable interagency agreements apply; P_42_001_b_3: Requesting agency pays servicing agency for services rendered; P_42_001_b_4: Payment is in accordance with the Economy Act (31 U.S.C. 1535),(P_42_001_b_1 ∧ P_42_001_b_2) ⊃ (P_42_001_b_3 ∧ P_42_001_b_4),None,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,"Conditional requirement: subject to fiscal regulations and interagency agreements, payment is mandatory. Uses material implication because payment obligation is triggered by the governing conditions. Economy Act citation is external statutory dependency.",MEDIUM
42,42.002,P_42_002,Cognizant Federal agency determination requirements.,P_42_002: Cognizant Federal agency requirements consist of determination criteria and continuity provisions,P_42_002 = P_42_002_a ∧ P_42_002_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition combining determination criteria and continuity advisory.,HIGH
42,42.002(a),P_42_002_a,"The cognizant Federal agency is the agency with the largest dollar amount in negotiated contracts, including options, for each contractor business unit, except for educational institutions and nonprofits. The cognizant Federal agency for educational institutions (defined as institutions of higher education at 2 CFR part 200, subpart A, and 20 U.S.C. 1001) and nonprofit organizations (as defined in 2 CFR part 200), the cognizant Federal agency for indirect costs is determined by using the OMB Uniform Guidance at 2 CFR part 200, appendices III and IV, respectively.","P_42_002_a_1: Cognizant Federal agency is agency with largest dollar amount in negotiated contracts including options for each contractor business unit; P_42_002_a_2: Educational institutions and nonprofits are excepted from the general rule; P_42_002_a_3: For educational institutions and nonprofits, cognizance determined by OMB Uniform Guidance at 2 CFR part 200",(~P_42_002_a_2 ⊃ P_42_002_a_1) ∧ (P_42_002_a_2 ⊃ P_42_002_a_3),None,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,Two-track determination: general rule for most contractors (largest dollar amount) and exception path for educational/nonprofit entities via OMB guidance. Material implication used for both conditional paths.,MEDIUM
42,42.002(b),P_42_002_b,"Once a Federal agency assumes cognizance for a contractor, it should remain the cognizant Federal agency for at least 5 years to ensure continuity and ease of administration.",P_42_002_b_1: Federal agency assumes cognizance for a contractor; P_42_002_b_2: Agency remains cognizant for at least 5 years; P_42_002_b_3: Continuity and ease of administration are ensured,P_42_002_b_1 ⊃ (P_42_002_b_2 ∧ P_42_002_b_3),None,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,"Advisory ""should"" indicates recommended practice, not mandatory. Five-year continuity is guidance, not binding. Flagged PENDING_REVIEW per advisory requirement protocol.",MEDIUM
42,42.101,P_42_101,Contract audit responsibilities of the auditor and designation of responsible audit agency.,P_42_101: Contract audit responsibilities encompass auditor duties and agency designation,P_42_101 = P_42_101_a ∧ P_42_101_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition combining auditor responsibilities and agency designation.,HIGH
42,42.101(a),P_42_101_a,"The auditor is responsible for analyzing contractor financial records, reviewing cost control systems, and performing other analyses requiring access to financial records.","P_42_101_a: Auditor responsibilities consist of financial analysis, cost control review, and other record-dependent analyses",P_42_101_a = P_42_101_a_1 ∧ P_42_101_a_2 ∧ P_42_101_a_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent for auditor responsibilities. All three functions are concurrent duties.,HIGH
42,42.101(a)(1),P_42_101_a_1,Analyzing contractor financial records or other related data and advising the requesting activity on the acceptability of the contractor's incurred and estimated costs.,P_42_101_a_1_a: Auditor analyzes contractor financial records or other related data; P_42_101_a_1_b: Auditor advises requesting activity on acceptability of incurred and estimated costs,P_42_101_a_1 = P_42_101_a_1_a ∧ P_42_101_a_1_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Dual function: analysis and advisory. Both are required components of this responsibility.,HIGH
