"RFO_Part","Section_Number","Propositional_ID","Natural_Language","Atomic_Propositions","Formal_Logic_Statement","Dependencies","Justification_Rules","Validation_Status","Logical_Check","Real_World_Check","Validation_Notes","Confidence_Level"
"5.0 (General)","5.000","P_5_000","5.000 Scope of part. This part prescribes the policies and procedures for publicizing contract opportunities and award information in the Governmentwide point of entry (GPE).","P_5_000_a: This part prescribes the policies and procedures for publicizing contract opportunities and award information in the Governmentwide point of entry (GPE).","P_5_000_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory scope statement properly represented as single atomic proposition.","HIGH"
"5.0 (General)","5.001","P_5_001","5.001 Definitions. As used in this part-- Contract action means an action resulting in a contract, including actions for additional supplies or services outside the existing contract scope. This does not include actions within the scope and terms of the existing contract, such as contract modifications issued under the Changes clause, or funding and other administrative changes. Notice means a description of a business opportunity, contract action, or other information posted to the GPE. Presolicitation notice means a notice used to notify industry and the public that the Government intends to release a solicitation in the near future.","P_5_001_a: Contract action means an action resulting in a contract, including actions for additional supplies or services outside the existing contract scope, excluding actions within the scope and terms of the existing contract such as contract modifications issued under the Changes clause or funding and other administrative changes; P_5_001_b: Notice means a description of a business opportunity, contract action, or other information posted to the GPE; P_5_001_c: Presolicitation notice means a notice used to notify industry and the public that the Government intends to release a solicitation in the near future","P_5_001_a ∧ P_5_001_b ∧ P_5_001_c","None","Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Three definitional propositions conjoined. Each definition is atomic and independent. Conjunction appropriate because all definitions apply simultaneously within this part.","HIGH"
"5.0 (General)","5.002","P_5_002","5.002 Policy. Contracting officers must post presolicitation notices, solicitations, and award notices in the GPE as described in this part to-- (a) Increase competition; (b) Broaden industry participation in meeting Government requirements; and (c) Inform small business concerns of contract and subcontract opportunities.","P_5_002_a: Contracting officers must post presolicitation notices, solicitations, and award notices in the GPE as described in this part; P_5_002_b: Purpose is to increase competition; P_5_002_c: Purpose is to broaden industry participation in meeting Government requirements; P_5_002_d: Purpose is to inform small business concerns of contract and subcontract opportunities","P_5_002_a ∧ (P_5_002_b ∧ P_5_002_c ∧ P_5_002_d)","None","Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Mandatory posting requirement conjoined with three co-required policy purposes. All purposes apply simultaneously. Enforceable: posting is verifiable; policy purposes serve as interpretive context.","HIGH"
"5.1 (Presolicitation)","5.101_a","P_5_101_a","5.101(a) Requirement. For proposed contract actions expected to be greater than $20,000, post a presolicitation notice to the GPE unless an exemption in paragraph (b) applies.","P_5_101_a_a: Proposed contract action is expected to be greater than $20,000; P_5_101_a_b: Post a presolicitation notice to the GPE; P_5_101_a_c: An exemption in paragraph (b) applies","(P_5_101_a_a ∧ ~P_5_101_a_c) ⊃ P_5_101_a_b","P_5_101_b","Material Implication (Impl): Rule 15; Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Conditional requirement with exception clause. If the action exceeds $20,000 and no exemption applies, posting is mandatory. The 'unless' clause properly represented as negated conjunct in the antecedent. Dependency on 5.101(b) for exemption conditions.","HIGH"
"5.1 (Presolicitation)","5.101_b","P_5_101_b","5.101(b) Exemptions. The contracting officer is not required to post a presolicitation notice to the GPE when-- (1) The proposed contract action-- (i) through (vii) [detailed conditions specified in P_5_101_b1]; (2) Using other than full and open competition (see 6.103), except for the authorities at 6.103-1 (only one responsible source) and 6.103-6 (national security); or (3) The head of the agency determines in writing, after consulting with the Administrator for Federal Procurement Policy and the Administrator of the Small Business Administration, that advance notice is not appropriate or reasonable.","P_5_101_b_a: Exemption applies under proposed contract action conditions per 5.101(b)(1); P_5_101_b_b: Exemption applies when using other than full and open competition per 6.103, except 6.103-1 and 6.103-6; P_5_101_b_c: Exemption applies when the head of the agency determines in writing, after consulting with the Administrator for Federal Procurement Policy and the Administrator of the SBA, that advance notice is not appropriate or reasonable","(P_5_101_b_a ∨ P_5_101_b_b ∨ P_5_101_b_c) ⊃ ~P_5_101_a_b","P_5_101_b1; P_5_101_b2; P_5_101_b3; P_6_103; P_6_103_1; P_6_103_6","Addition (Add): Rule 8; Material Implication (Impl): Rule 15","VALID","PASS","PASS","No contradictions detected. Three disjunctive exemption categories. Any one exemption is sufficient to waive the presolicitation notice posting requirement. Cross-references Part 6 sections. Complex section with further decomposition in b1, b2, b3.","HIGH"
"5.1 (Presolicitation)","5.101_b1","P_5_101_b1","5.101(b)(1) The proposed contract action-- (i) Is valued at or below the simplified acquisition threshold (SAT) and the solicitation will-- (A) Be posted to the GPE in accordance with 5.201; and (B) Permit the public to respond to the solicitation electronically; (ii) Is of such a nature that it is not possible to write the notice in a way that would prevent disclosure of an agency's needs and disclosure would compromise national security; (iii) Would result from acceptance of-- (A) An unsolicited proposal that is unique and innovative, and sharing details would reveal confidential or proprietary information or original ideas; or (B) A proposal under the Small Business Innovation Development Act of 1982 (Pub. L. 97-219); (iv) Is an order issued under a requirements contract, a task order contract, or a delivery order contract; (v) Is for perishable subsistence supplies; (vi) Is for utility services (other than telecommunications) for which only one source is available; or (vii) Is for the services of an expert for use in any litigation or dispute (including any reasonably foreseeable litigation or dispute) involving the Federal Government in a trial, hearing, or proceeding before a court, administrative tribunal, or agency, or in any part of an alternative dispute resolution process, whether or not the expert is expected to testify;","P_5_101_b1_i: Action is valued at or below SAT and solicitation will be posted to GPE per 5.201 and permit electronic response; P_5_101_b1_ii: Action is of such nature that notice cannot be written without disclosing agency needs and disclosure would compromise national security; P_5_101_b1_iii_A: Action results from acceptance of an unsolicited proposal that is unique and innovative and sharing details would reveal confidential or proprietary information or original ideas; P_5_101_b1_iii_B: Action results from acceptance of a proposal under the Small Business Innovation Development Act of 1982 (Pub. L. 97-219); P_5_101_b1_iv: Action is an order under a requirements contract, task order contract, or delivery order contract; P_5_101_b1_v: Action is for perishable subsistence supplies; P_5_101_b1_vi: Action is for utility services (other than telecommunications) for which only one source is available; P_5_101_b1_vii: Action is for services of an expert for use in any litigation or dispute involving the Federal Government","P_5_101_b1_i ∨ P_5_101_b1_ii ∨ P_5_101_b1_iii_A ∨ P_5_101_b1_iii_B ∨ P_5_101_b1_iv ∨ P_5_101_b1_v ∨ P_5_101_b1_vi ∨ P_5_101_b1_vii","P_5_201_a","Addition (Add): Rule 8","VALID","PASS","PASS","No contradictions detected. Eight disjunctive exemption conditions for proposed contract actions. Any one condition is sufficient for exemption. Sub-item (i) itself contains a conjunction (at or below SAT AND solicitation posted to GPE AND electronic response). Sub-item (iii) contains a disjunction between (A) and (B). Cross-references 5.201 for GPE posting.","HIGH"
"5.1 (Presolicitation)","5.101_b2","P_5_101_b2","5.101(b)(2) Using other than full and open competition (see 6.103), except for the authorities at 6.103-1 (only one responsible source) and 6.103-6 (national security);","P_5_101_b2_a: Using other than full and open competition per 6.103; P_5_101_b2_b: The authority used is not 6.103-1 (only one responsible source); P_5_101_b2_c: The authority used is not 6.103-6 (national security)","P_5_101_b2_a ∧ P_5_101_b2_b ∧ P_5_101_b2_c","P_6_103; P_6_103_1; P_6_103_6","Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Exemption requires all three conditions: using other than full and open competition AND the authority is not 6.103-1 AND the authority is not 6.103-6. The exceptions to the exception (6.103-1 and 6.103-6) mean presolicitation notice IS still required when those specific authorities are invoked. Cross-references Part 6 sections.","HIGH"
"5.1 (Presolicitation)","5.101_b3","P_5_101_b3","5.101(b)(3) The head of the agency determines in writing, after consulting with the Administrator for Federal Procurement Policy and the Administrator of the Small Business Administration, that advance notice is not appropriate or reasonable.","P_5_101_b3_a: The head of the agency determines in writing; P_5_101_b3_b: After consulting with the Administrator for Federal Procurement Policy; P_5_101_b3_c: After consulting with the Administrator of the Small Business Administration; P_5_101_b3_d: Determination is that advance notice is not appropriate or reasonable","P_5_101_b3_a ∧ P_5_101_b3_b ∧ P_5_101_b3_c ∧ P_5_101_b3_d","None","Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Four conjunctive conditions all required for this exemption: written determination, consultation with OFPP Administrator, consultation with SBA Administrator, and the substance of the determination. Enforceable: each element is verifiable.","HIGH"
"5.1 (Presolicitation)","5.101_c","P_5_101_c","5.101(c) Content. Include the following information in each presolicitation notice sent to the GPE: (1) Point of contact; (2) Set-asides; (3) Codes for services or supplies; (4) Description.","P_5_101_c_a: Each presolicitation notice sent to the GPE must include the information specified in (c)(1) through (c)(4)","P_5_101_c_a ⊃ (P_5_101_c1 ∧ P_5_101_c2 ∧ P_5_101_c3 ∧ P_5_101_c4)","P_5_101_c1; P_5_101_c2; P_5_101_c3; P_5_101_c4","Material Implication (Impl): Rule 15; Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Framework requirement that presolicitation notices must include all four content categories. Conjunction appropriate because all elements are co-required. Detailed content requirements decomposed in subsequent rows.","HIGH"
"5.1 (Presolicitation)","5.101_c1","P_5_101_c1","5.101(c)(1) Point of contact. Include the name, address, and contact information for the contracting officer.","P_5_101_c1_a: Include the name, address, and contact information for the contracting officer","P_5_101_c1_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Single mandatory content requirement. Enforceable: name, address, and contact info are verifiable elements.","HIGH"
