"RFO_Part","Section_Number","Propositional_ID","Natural_Language","Atomic_Propositions","Formal_Logic_Statement","Dependencies","Justification_Rules","Validation_Status","Logical_Check","Real_World_Check","Validation_Notes","Confidence_Level"
"44","44.000","P_44_000","This part prescribes policies and procedures for consent to subcontracts or advance notification of subcontracts, and for review and approval of contractors' purchasing systems. The consent and advance notification requirements of subpart 44.2 do not apply to prime contracts for commercial products or commercial services.","P_44_000: Scope of Part 44 covers subcontracting policies, consent/advance notification, and purchasing system review/approval","P_44_000 = P_44_000_a ∧ P_44_000_b","None","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Parent proposition for Part 44 scope. Two subsections define affirmative scope and exclusion respectively.","HIGH"
"44","44.000(a)","P_44_000_a","This part prescribes policies and procedures for consent to subcontracts or advance notification of subcontracts, and for review and approval of contractors' purchasing systems.","P_44_000_a_1: Part 44 prescribes policies and procedures for consent to subcontracts or advance notification of subcontracts; P_44_000_a_2: Part 44 prescribes policies and procedures for review and approval of contractors' purchasing systems","P_44_000_a = P_44_000_a_1 ∧ P_44_000_a_2","None","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Declarative scope statement. Part 44 covers two distinct areas: (1) subcontract consent/advance notification and (2) purchasing system review/approval. Both are conjunctive requirements of the part's coverage.","HIGH"
"44","44.000(b)","P_44_000_b","The consent and advance notification requirements of subpart 44.2 do not apply to prime contracts for commercial products or commercial services.","P_44_000_b_1: Prime contract is for commercial products or commercial services; P_44_000_b_2: Consent and advance notification requirements of subpart 44.2 apply","P_44_000_b_1 ⊃ ~P_44_000_b_2","P_44_201","Material Implication (Impl): Rule 15 [HIGH-RISK]; Negation (Neg): Rule 10","PENDING_REVIEW","PASS","PASS","Exclusionary provision. If the prime contract is for commercial products or commercial services, then the consent/advance notification requirements of subpart 44.2 are negated. Uses HIGH-RISK Rule 15 because the implication establishes a categorical exemption. Real-world interpretation: commercial prime contracts are entirely exempt from subpart 44.2 consent and notification requirements.","MEDIUM"
"44","44.001","P_44_001","Definitions as used in this part.","P_44_001: Definitions applicable to Part 44 consist of Contractor, CPSR, Subcontract, and Subcontractor","P_44_001 = P_44_001_a ∧ P_44_001_b ∧ P_44_001_c ∧ P_44_001_d","None","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Parent proposition for Part 44 definitions section. Four definitions collectively establish terminology for the part.","HIGH"
"44","44.001(a)","P_44_001_a","Contractor means the total contractor organization or a separate entity of it, such as an affiliate, division, or plant, that performs its own purchasing.","P_44_001_a: Contractor is the total contractor organization or a separate entity (affiliate, division, or plant) that performs its own purchasing","P_44_001_a","None","None (definitional atomic proposition)","VALIDATED","PASS","PASS","Definitional statement. Already atomic. Defines contractor broadly to include organizational subunits that manage their own purchasing.","HIGH"
"44","44.001(b)","P_44_001_b","Contractor purchasing system review (CPSR) means the complete assessment of a contractor's purchasing of material and services, subcontracting, and subcontract management from developing the requirement through completing subcontract performance.","P_44_001_b: CPSR is the complete assessment of contractor's purchasing of material and services, subcontracting, and subcontract management from requirement development through subcontract performance completion","P_44_001_b","None","None (definitional atomic proposition)","VALIDATED","PASS","PASS","Definitional statement. Already atomic. Establishes CPSR as a comprehensive end-to-end assessment covering the full subcontracting lifecycle.","HIGH"
"44","44.001(c)","P_44_001_c","Subcontract means any contract as defined in subpart 2.1 entered into by a subcontractor to furnish supplies or services for performance of a prime contract or a subcontract. It includes but is not limited to purchase orders, and changes and modifications to purchase orders.","P_44_001_c_1: Subcontract is any contract as defined in subpart 2.1 entered into by a subcontractor to furnish supplies or services for performance of a prime contract or a subcontract; P_44_001_c_2: Subcontract includes but is not limited to purchase orders and changes and modifications to purchase orders","P_44_001_c = P_44_001_c_1 ∧ P_44_001_c_2","P_2_101","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Two-part definition: core definition referencing subpart 2.1, and an expansive inclusion clause for purchase orders and their modifications. Conjunction appropriate as both aspects define the term.","HIGH"
"44","44.001(d)","P_44_001_d","Subcontractor means any supplier, distributor, vendor, or firm that furnishes supplies or services to or for a prime contractor or another subcontractor.","P_44_001_d: Subcontractor is any supplier, distributor, vendor, or firm furnishing supplies or services to or for a prime contractor or another subcontractor","P_44_001_d","None","None (definitional atomic proposition)","VALIDATED","PASS","PASS","Definitional statement. Already atomic. Broad definition covering any entity in the supply chain.","HIGH"
"44","44.201","P_44_201","Consent to subcontracts and requirements for advance notice.","P_44_201: Consent to subcontracts and advance notice requirements consist of consent requirements, advance notification requirements, CO responsibilities, consent limitations, and contract clauses","P_44_201 = P_44_201_1 ∧ P_44_201_2 ∧ P_44_201_3 ∧ P_44_201_4 ∧ P_44_201_5","P_44_201_1; P_44_201_2; P_44_201_3; P_44_201_4; P_44_201_5","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Parent proposition for section 44.201. Five subsections collectively address consent and advance notice requirements.","HIGH"
"44","44.201-1","P_44_201_1","Consent requirements.","P_44_201_1: Consent requirements depend on whether the contractor has an approved purchasing system","P_44_201_1 = P_44_201_1_a ∧ P_44_201_1_b","P_44_201_1_a; P_44_201_1_b","Conjunction (Conj): Rule 7","VALIDATED","PASS","PASS","Parent proposition for consent requirements. Two subsections address approved vs. non-approved purchasing system scenarios.","HIGH"
