"RFO_Part","Section_Number","Propositional_ID","Natural_Language","Atomic_Propositions","Formal_Logic_Statement","Dependencies","Justification_Rules","Validation_Status","Logical_Check","Real_World_Check","Validation_Notes","Confidence_Level"
"12.0 (General)","12.000","P_12_000","12.000
Scope.
This part provides policies and procedures to streamline the acquisition of commercial products, including commercially available off-the-shelf (COTS) items (a subset of commercial products), and commercial services in accordance with 41 U.S.C. 1906, 1907, and 3307 and 10 U.S.C. 3451-3453. It also implements the simplified procedures authorized by 41 U.S.C. 1901-1903, 1905, and 3305.","P_12_000_a: This part provides policies and procedures to streamline the acquisition of commercial products, including commercially available off-the-shelf (COTS) items (a subset of commercial products), and commercial services in accordance with 41 U.S.C. 1906, 1907, and 3307 and 10 U.S.C. 3451-3453. It also implements the simplified procedures authorized by 41 U.S.C. 1901-1903, 1905, and 3305.","P_12_000_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory statement properly represented.","HIGH"
"12.0 (General)","12.001_a","P_12_001_a","12.001(a) Applicability.
Acquisitions of commercial products or commercial services are subject to other parts of the FAR. This part takes precedence when there is an inconsistency.","P_12_001_a_a: Applicability.
(a)
Acquisitions of commercial products or commercial services are subject to other parts of the FAR. This part takes precedence when there is an inconsistency.","P_12_001_a_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory statement properly represented.","HIGH"
"12.0 (General)","12.001_b","P_12_001_b","12.001(b) Agencies may treat any acquisition of supplies or services that, as determined by the head of the agency, are to be used to facilitate defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack, as an acquisition of commercial products or commercial services. However, if the contract is awarded on a sole-source basis for an amount greater than $25 million, the contract is not exempt from Cost Accounting Standards (CAS) (see 48 CFR chapter 99) or certified cost or pricing data requirements (see part 15).","P_12_001_b_a: (b)
Agencies may treat any acquisition of supplies or services that, as determined by the head of the agency, are to be used to facilitate defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack, as an acquisition of commercial products or commercial services. However, if the contract is awarded on a sole-source basis for an amount greater than $25 million, the contract is not exempt from Cost Accounting Standards (CAS) (see 48 CFR chapter 99) or certified cost or pricing data requirements (see part 15).","P_12_001_b_a","None","De Morgan's Rule (DM): Rule 9","VALID","PASS","PASS","No contradictions detected. Permissive statement; optional action.","HIGH"
"12.0 (General)","12.001_c","P_12_001_c","12.001(c) The $9 million ceiling for the use of simplified procedures (see 12.201-1) is increased to $15 million if the head of the agency determines that the supplies or services are to be used to—
(1)
Support a contingency operation;
(2)
Facilitate the defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack (including acquisitions treated as commercial products or commercial services according to paragraph (b));
(3)
Support a request from the Secretary of State or the Administrator of the United States Agency for International Development to facilitate provision of international disaster assistance; or
(4)
Support response to an emergency or major disaster.","P_12_001_c_a: (c)
The $9 million ceiling for the use of simplified procedures (see 12.201-1) is increased to $15 million if the head of the agency determines that the supplies or services are to be used to—; P_12_001_c_b: Support a contingency operation;; P_12_001_c_c: Facilitate the defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack (including acquisitions treated as commercial products or commercial services according to paragraph (b));; P_12_001_c_d: Support a request from the Secretary of State or the Administrator of the United States Agency for International Development to facilitate provision of international disaster assistance; or; P_12_001_c_e: Support response to an emergency or major disaster.","(P_12_001_c_a ⊃ (P_12_001_c_b ∧ P_12_001_c_c ∧ P_12_001_c_d ∧ P_12_001_c_e))","P_12_201_1","Modus ponens (MP): Rule 1; Conjunction (Conj): Rule 7","VALID","PASS","PASS","No contradictions detected. Conditional properly structured. Regulatory statement properly represented. Cross-references 1 other section(s).","HIGH"
"12.0 (General)","12.001_d","P_12_001_d","12.001(d) Do not divide requirements, the aggregate value of which exceeds a threshold identified in this subpart, merely to permit use of a specific procedure.","P_12_001_d_a: (d)
Do not divide requirements, the aggregate value of which exceeds a threshold identified in this subpart, merely to permit use of a specific procedure.","P_12_001_d_a","None","De Morgan's Rule (DM): Rule 9","VALID","PASS","PASS","No contradictions detected. Prohibition properly represented.","HIGH"
"12.0 (General)","12.001_e","P_12_001_e","12.001(e) Go to
https://www.acquisition.gov/inapplicablelaws
for the lists of laws that do not apply to contracts for the acquisition of commercial products or commercial services, acquisitions of COTS items, and acquisitions valued at or below the simplified acquisition threshold (SAT) (41 U.S.C. 1905 through 1907).","P_12_001_e_a: (e)
Go to
https://www.acquisition.gov/inapplicablelaws
for the lists of laws that do not apply to contracts for the acquisition of commercial products or commercial services, acquisitions of COTS items, and acquisitions valued at or below the simplified acquisition threshold (SAT) (41 U.S.C. 1905 through 1907).","P_12_001_e_a","None","De Morgan's Rule (DM): Rule 9","VALID","PASS","PASS","No contradictions detected. Prohibition properly represented.","HIGH"
"12.1 (Presolicitation)","12.101_a","P_12_101_a","12.101(a) Preference.
Agencies must acquire commercial products or commercial services when the agency determines that they are available to meet the agency’s needs (see part 10).","P_12_101_a_a: Preference.
(a)
Agencies must acquire commercial products or commercial services when the agency determines that they are available to meet the agency’s needs (see part 10).","P_12_101_a_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Mandatory requirement; enforceable.","HIGH"
"12.1 (Presolicitation)","12.101_b","P_12_101_b","12.101(b) Require prime contractors and subcontractors at all tiers to incorporate, to the maximum extent practicable, commercial products, commercial services, or nondevelopmental items as components of items supplied to the agency.","P_12_101_b_a: (b)
Require prime contractors and subcontractors at all tiers to incorporate, to the maximum extent practicable, commercial products, commercial services, or nondevelopmental items as components of items supplied to the agency.","P_12_101_b_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Mandatory requirement; enforceable.","HIGH"
"12.1 (Presolicitation)","12.102","P_12_102","12.102
Restricting competition.
Document decisions to restrict competition, including the use of brand-name descriptions without allowing for “equal” products, as follows:","P_12_102_a: Restricting competition.
Document decisions to restrict competition, including the use of brand-name descriptions without allowing for “equal” products, as follows:","P_12_102_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory statement properly represented.","HIGH"
"12.1 (Presolicitation)","12.102_a","P_12_102_a","12.102(a) For acquisitions valued at or below the simplified acquisition threshold (SAT), document the decision that only one source is available and the basis for the decision.","P_12_102_a_a: (a)
For acquisitions valued at or below the simplified acquisition threshold (SAT), document the decision that only one source is available and the basis for the decision.","P_12_102_a_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory statement properly represented.","HIGH"
"12.1 (Presolicitation)","12.102_b","P_12_102_b","12.102(b) For acquisitions valued over the SAT, prepare a written justification and obtain approval of the justification as described in 6.104. Cite the following statutory authority, as applicable:
Table 12-1 — Authority citations for restricting competition.
Procedures
Value
Statutory authority
12.201-1, Simplified procedures
> SAT, ≤ $9 million
41 U.S.C. 1901
12.201-1, Simplified procedures, for acquisition described at 12.001(c)
> $9 million, ≤ $15 million
41 U.S.C. 1901 and 1903
12.201-2, Other procedures
> $9 million (> $15 million for acquisitions described at 12.001(c))
One of the statutory authorities cited in 6.103, as appropriate","P_12_102_b_a: (b)
For acquisitions valued over the SAT, prepare a written justification and obtain approval of the justification as described in 6.104. Cite the following statutory authority, as applicable:
Table 12-1 — Authority citations for restricting competition.
Procedures
Value
Statutory authority
12.201-1, Simplified procedures
> SAT, ≤ $9 million
41 U.S.C. 1901
12.201-1, Simplified procedures, for acquisition described at 12.001(c)
> $9 million, ≤ $15 million
41 U.S.C. 1901 and 1903
12.201-2, Other procedures
> $9 million (> $15 million for acquisitions described at 12.001(c))
One of the statutory authorities cited in 6.103, as appropriate","P_12_102_b_a","P_12_001, P_12_201_1, P_12_201_2, P_6_103, P_6_104","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory statement properly represented. Cross-references 5 other section(s).","HIGH"
"12.1 (Presolicitation)","12.103","P_12_103","12.103
Small business.
See part 19 for small business set-aside requirements. When the acquisition is set aside under any of the small business programs, include the North American Industry Classification System (NAICS) code and small business size standard in the solicitation.","P_12_103_a: See part 19 for small business set-aside requirements. When the acquisition is set aside under any of the small business programs, include the North American Industry Classification System (NAICS) code and small business size standard in the solicitation.","P_12_103_a","None","Simplification (Simp): Rule 6","VALID","PASS","PASS","No contradictions detected. Regulatory statement properly represented.","HIGH"
