RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
41,41.100,P_41_100,"This part prescribes policies, procedures, and contract format for the acquisition of utility services.",P_41_100_a: Part 41 prescribes policies for acquisition of utility services; P_41_100_b: Part 41 prescribes procedures for acquisition of utility services; P_41_100_c: Part 41 prescribes contract format for acquisition of utility services,P_41_100 = P_41_100_a ∧ P_41_100_b ∧ P_41_100_c,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,"Declarative scope statement. Three functions (policies, procedures, contract format) are all prescribed by this part. Conjunction accurately captures that all three are within scope.",HIGH
41,41.101,P_41_101,Definitions used in Part 41 for acquisition of utility services.,P_41_101: Definitions for Part 41 consist of defined terms in 41.101(a) through 41.101(k),P_41_101 = P_41_101_a ∧ P_41_101_b ∧ P_41_101_c ∧ P_41_101_d ∧ P_41_101_e ∧ P_41_101_f ∧ P_41_101_g ∧ P_41_101_h ∧ P_41_101_i ∧ P_41_101_j ∧ P_41_101_k,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for all definitions. All defined terms collectively constitute the definitional framework for Part 41.,HIGH
41,41.101(a),P_41_101_a,"Areawide contract means a contract entered into between the General Services Administration (GSA) and a utility service supplier to cover utility service needs of Federal agencies within the franchise territory of the supplier. Each areawide contract includes an ""Authorization"" form for requesting service, connection, disconnection, or change in service.","P_41_101_a_1: Areawide contract is a contract between GSA and a utility service supplier; P_41_101_a_2: Areawide contract covers utility service needs of Federal agencies within supplier franchise territory; P_41_101_a_3: Each areawide contract includes an Authorization form for requesting service, connection, disconnection, or change in service",P_41_101_a = P_41_101_a_1 ∧ P_41_101_a_2 ∧ P_41_101_a_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,"Definitional proposition with three conjunctive elements: parties, scope, and included form. All elements are constitutive of the definition.",HIGH
41,41.101(b),P_41_101_b,Authorization means the document executed by the ordering agency and the utility supplier to order service under an areawide contract.,P_41_101_b: Authorization is a document executed by ordering agency and utility supplier to order service under an areawide contract,P_41_101_b = P_41_101_b,P_41_101_a,Atomic proposition (no decomposition needed),VALIDATED,PASS,PASS,"Simple definitional proposition. Already atomic. Authorization is defined by its parties, purpose, and governing vehicle.",HIGH
41,41.101(c),P_41_101_c,"Connection charge means all nonrecurring costs, whether refundable or nonrefundable, to be paid by the Government to the utility supplier for the required connecting facilities, which are installed, owned, operated, and maintained by the utility supplier.","P_41_101_c_1: Connection charge is all nonrecurring costs paid by Government to utility supplier; P_41_101_c_2: Connection charge covers refundable or nonrefundable costs; P_41_101_c_3: Costs are for required connecting facilities installed, owned, operated, and maintained by utility supplier",P_41_101_c = P_41_101_c_1 ∧ P_41_101_c_2 ∧ P_41_101_c_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,"Definitional proposition. Three elements define the scope: cost type (nonrecurring), refundability (both), and facility ownership (supplier). Cross-reference to Termination liability noted in source text.",HIGH
41,41.101(d),P_41_101_d,"Federal Power and Water Marketing Agency means a Government entity that produces, manages, transports, controls, and sells electrical and water supply service to customers.","P_41_101_d: Federal Power and Water Marketing Agency is a Government entity that produces, manages, transports, controls, and sells electrical and water supply service to customers",P_41_101_d = P_41_101_d,None,Atomic proposition (no decomposition needed),VALIDATED,PASS,PASS,"Simple definitional proposition. The five functions (produces, manages, transports, controls, sells) collectively define the entity type. Treated as atomic because the functions are inseparable in defining the term.",HIGH
41,41.101(e),P_41_101_e,"Franchise territory means a geographical area that a utility supplier has a right to serve based upon a franchise, a certificate of public convenience and necessity, or other legal means.","P_41_101_e_1: Franchise territory is a geographical area a utility supplier has right to serve; P_41_101_e_2: Right to serve is based upon a franchise, certificate of public convenience and necessity, or other legal means",P_41_101_e = P_41_101_e_1 ∧ P_41_101_e_2,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,"Definitional proposition with two elements: geographic scope and legal basis. The legal basis options (franchise, certificate, other legal means) are disjunctive within the second atomic but treated as a single atomic because they collectively describe the basis.",HIGH
41,41.101(f),P_41_101_f,Intervention means action by GSA or a delegated agency to formally participate in a utility regulatory proceeding on behalf of all Federal executive agencies.,P_41_101_f: Intervention is action by GSA or delegated agency to formally participate in a utility regulatory proceeding on behalf of all Federal executive agencies,P_41_101_f = P_41_101_f,None,Atomic proposition (no decomposition needed),VALIDATED,PASS,PASS,"Simple definitional proposition. Actor (GSA or delegated agency), action (formal participation), venue (utility regulatory proceeding), and beneficiary (all Federal executive agencies) are inseparable components.",HIGH
41,41.101(g),P_41_101_g,"Rates may include rate schedules, riders, rules, terms and conditions of service, and other tariff and service charges, e.g., facilities use charges.","P_41_101_g: Rates may include rate schedules, riders, rules, terms and conditions of service, and other tariff and service charges",P_41_101_g = P_41_101_g,None,Atomic proposition (no decomposition needed),PENDING_REVIEW,PASS,PASS,"Permissive definition using ""may include"" indicates non-exhaustive list. Treated as atomic since the enumerated items collectively define the permissive scope. Flagged PENDING_REVIEW due to advisory/permissive language.",MEDIUM
41,41.101(h),P_41_101_h,"Separate contract means a utility services contract (other than a GSA areawide contract, an Authorization under an areawide contract, or an interagency agreement) to cover the acquisition of utility services.","P_41_101_h_1: Separate contract is a utility services contract for acquisition of utility services; P_41_101_h_2: Separate contract excludes GSA areawide contracts, Authorizations under areawide contracts, and interagency agreements",P_41_101_h = P_41_101_h_1 ∧ P_41_101_h_2,P_41_101_a; P_41_206,Conjunction (Conj): Rule 7; Negation (Neg): Rule 10,VALIDATED,PASS,PASS,Definitional proposition defined both by what it is (utility services contract) and what it excludes (three other contract types). Negation applied to the exclusion clause.,HIGH
41,41.101(i),P_41_101_i,Termination liability means a contingent Government obligation to pay a utility supplier the unamortized portion of a connection charge and any other applicable nonrefundable service charge as defined in the contract in the event the Government terminates the contract before the cost of connection facilities has been recovered by the utility supplier.,P_41_101_i_1: Termination liability is a contingent Government obligation; P_41_101_i_2: Obligation is to pay utility supplier unamortized portion of connection charge and applicable nonrefundable service charges; P_41_101_i_3: Obligation arises when Government terminates contract before cost recovery by utility supplier,P_41_101_i_3 ⊃ (P_41_101_i_1 ∧ P_41_101_i_2),P_41_101_c,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,Conditional definition: the obligation (conjunction of contingency and payment) is triggered by the condition of early termination. Material implication used because the liability only exists upon the triggering event. HIGH-RISK flag due to Rule 15.,MEDIUM
41,41.101(j),P_41_101_j,"Utility service includes, but is not limited to, a continuous service such as furnishing electricity, natural or manufactured gas, water, sewerage, thermal energy, chilled water, steam, hot water, or high temperature hot water for use in the United States.","P_41_101_j: Utility service includes continuous services such as electricity, natural or manufactured gas, water, sewerage, thermal energy, chilled water, steam, hot water, or high temperature hot water for use in the United States",P_41_101_j = P_41_101_j,None,Atomic proposition (no decomposition needed),VALIDATED,PASS,PASS,"Inclusive definitional proposition. ""Includes but is not limited to"" makes this non-exhaustive. The enumerated services are examples within the broader definition. Treated as atomic because the list collectively defines the inclusion scope.",HIGH
41,41.101(k),P_41_101_k,"Utility services does not include: any of the above when purchased for use in a foreign country, broadband internet, non-broadcast television, telecommunications services, information technology services, acquisitions of natural or manufactured gas when not purchased as utility services (i.e., when purchased as commodities), or acquisitions of rights in real property, acquisitions of public utility facilities, and on-site equipment needed for the facility's own distribution system, or construction/maintenance of Government-owned equipment and real property.","P_41_101_k: Utility service excludes foreign-use purchases, broadband internet, non-broadcast television, telecommunications services, IT services, gas purchased as commodities, real property rights, public utility facility acquisitions, on-site distribution equipment, and Government-owned equipment construction/maintenance",∼P_41_101_k,P_41_101_j,Negation (Neg): Rule 10,VALIDATED,PASS,PASS,Exclusionary definitional proposition. Negation applied to represent items outside the definition of utility service. All exclusions are mandatory and conjunctive (all are excluded). Treated as atomic since all items share the same logical status of exclusion.,HIGH
41,41.102,P_41_102,Applicability of Part 41.,P_41_102: Applicability provisions consist of general applicability and exceptions,P_41_102 = P_41_102_a ∧ P_41_102_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition. Applicability defined by both the general rule and the exceptions.,HIGH
41,41.102(a),P_41_102_a,"Except as provided in paragraph (b) of this section, this part applies to the acquisition of utility services for the Government, including connection charges and termination liabilities.",P_41_102_a_1: Part 41 applies to acquisition of utility services for the Government; P_41_102_a_2: Applicability includes connection charges; P_41_102_a_3: Applicability includes termination liabilities; P_41_102_a_4: Applicability is subject to exceptions in 41.102(b),(∼P_41_102_b) ⊃ (P_41_102_a_1 ∧ P_41_102_a_2 ∧ P_41_102_a_3),P_41_102_b,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,"Conditional applicability: Part 41 applies unless exceptions in (b) are triggered. Material implication with negated antecedent represents ""except as provided"" structure. HIGH-RISK flag due to Rule 15.",MEDIUM
41,41.102(b),P_41_102_b,This part does not apply to the exceptions listed in 41.102(b)(1) through (b)(3).,P_41_102_b: Exceptions to Part 41 applicability,P_41_102_b = P_41_102_b_1 ∨ P_41_102_b_2 ∨ P_41_102_b_3,None,Addition (Add): Rule 8,VALIDATED,PASS,PASS,Parent proposition for exceptions. Disjunction used because any single exception independently removes applicability.,HIGH
41,41.102(b)(1),P_41_102_b_1,"This part does not apply to utility services produced, distributed, or sold by another Federal agency. In those cases, agencies must use interagency agreements.","P_41_102_b_1_a: Part 41 does not apply to utility services produced, distributed, or sold by another Federal agency; P_41_102_b_1_b: When utility services are from another Federal agency, agencies must use interagency agreements",P_41_102_b_1_a ∧ (P_41_102_b_1_a ⊃ P_41_102_b_1_b),P_41_206,Conjunction (Conj): Rule 7; Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,Two-part proposition: exclusion from Part 41 and mandatory alternative (interagency agreements). The exclusion triggers the interagency agreement requirement. HIGH-RISK flag for Rule 15.,MEDIUM
41,41.102(b)(2),P_41_102_b_2,"This part does not apply to utility services obtained by purchase, exchange, or otherwise by a Federal power or water marketing agency incident to that agency's marketing or distribution program.",P_41_102_b_2: Part 41 does not apply to utility services obtained by Federal power or water marketing agency incident to its marketing or distribution program,∼P_41_102_b_2,P_41_101_d,Negation (Neg): Rule 10,VALIDATED,PASS,PASS,Exclusionary proposition. Federal power/water marketing agencies operating within their marketing/distribution programs are exempt from Part 41.,HIGH
41,41.102(b)(3),P_41_102_b_3,"This part does not apply to third party financed shared-savings projects authorized by 42 U.S.C. 8287. However, agencies may utilize part 41 for any energy savings or purchased utility service directly resulting from implementation of a third party financed shared-savings project under 42 U.S.C. 8287 for periods not to exceed 25 years.",P_41_102_b_3_a: Part 41 does not apply to third party financed shared-savings projects under 42 U.S.C. 8287; P_41_102_b_3_b: Agencies may utilize Part 41 for energy savings or purchased utility service from shared-savings projects for periods not exceeding 25 years,P_41_102_b_3_a ∧ (P_41_102_b_3_a ⊃ (P_41_102_b_3_b ∨ ∼P_41_102_b_3_b)),None,Conjunction (Conj): Rule 7; Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,"Two-part proposition: general exclusion plus permissive authority to use Part 41 for resulting services. ""May utilize"" creates discretionary authority represented by tautology. The 25-year period limit is embedded in the permissive clause. HIGH-RISK for Rule 15.",MEDIUM
41,41.103,P_41_103,Statutory and delegated authority for acquisition of utility services.,P_41_103: Statutory and delegated authority provisions for Part 41,P_41_103 = P_41_103_a ∧ P_41_103_b ∧ P_41_103_c,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,"Parent proposition encompassing statutory authority, delegated authority, and certification requirements.",HIGH
41,41.103(a),P_41_103_a,Statutory authority for utility services acquisition.,"P_41_103_a: Statutory authority provisions for GSA, DOD, and DOE",P_41_103_a = P_41_103_a_1 ∧ P_41_103_a_2 ∧ P_41_103_a_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for statutory authorities of three agencies.,HIGH
41,41.103(a)(1),P_41_103_a_1,The General Services Administration (GSA) is authorized by 40 U.S.C. 501 to prescribe policies and methods governing the acquisition and supply of utility services for Federal agencies. This authority includes related functions such as managing public utility services and representing Federal agencies in proceedings before Federal and state regulatory bodies. GSA is authorized by 40 U.S.C. 501 to contract for utility services for periods not exceeding ten years.,P_41_103_a_1_a: GSA is authorized by 40 U.S.C. 501 to prescribe policies and methods for utility services acquisition; P_41_103_a_1_b: GSA authority includes managing public utility services and representing Federal agencies in regulatory proceedings; P_41_103_a_1_c: GSA is authorized to contract for utility services for periods not exceeding ten years,P_41_103_a_1 = P_41_103_a_1_a ∧ P_41_103_a_1_b ∧ P_41_103_a_1_c,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,"Declarative statutory authority. Three conjunctive elements: policy authority, scope of functions, and contract period limit. All derive from 40 U.S.C. 501.",HIGH
41,41.103(a)(2),P_41_103_a_2,"The Department of Defense (DOD) is authorized by 10 U.S.C. 3201(a), and 40 U.S.C. 113(e)(3) to acquire utility services for military facilities.",P_41_103_a_2: DOD is authorized by 10 U.S.C. 3201(a) and 40 U.S.C. 113(e)(3) to acquire utility services for military facilities,P_41_103_a_2 = P_41_103_a_2,None,Atomic proposition (no decomposition needed),VALIDATED,PASS,PASS,Simple statutory authority declaration. DOD authority is scoped to military facilities.,HIGH
