RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
34,34.101,P_34_101,"This section describes policies and procedures for testing, qualification, and use of industrial resources manufactured or developed with Government assistance under Title III of the Defense Production Act (DPA) (50 U.S.C. 4531 et seq.). Title III of the Act authorizes Government assistance to encourage expansion of production capacity and the supply of industrial resources essential to national defense.","P_34_101_a: Section describes policies and procedures for testing of industrial resources manufactured or developed with Government assistance under Title III of the DPA; P_34_101_b: Section describes policies and procedures for qualification of industrial resources manufactured or developed with Government assistance under Title III of the DPA; P_34_101_c: Section describes policies and procedures for use of industrial resources manufactured or developed with Government assistance under Title III of the DPA; P_34_101_d: Title III of the Act authorizes Government assistance to encourage expansion of production capacity and supply of industrial resources essential to national defense","P_34_101 = P_34_101_a ∧ P_34_101_b ∧ P_34_101_c ∧ P_34_101_d",None,"Conjunction (Conj): Rule 7",VALIDATED,PASS,PASS,"Scope provision establishing the boundaries of the section. Four conjunctive elements: testing, qualification, use, and the statutory authorization. All are declarative statements describing section coverage, not imposing requirements.",HIGH
34,34.102,P_34_102,"Item of supply, as used in this section, means any part or component that is part of a larger system. The item can be a small part, group of parts, or a complete unit. It also includes spare or replacement parts used during the system's life. This definition does not include packaging or labeling used for shipment or identification of an item.","P_34_102_a: Item of supply means any part or component that is part of a larger system; P_34_102_b: Item of supply can be a small part, group of parts, or a complete unit; P_34_102_c: Item of supply includes spare or replacement parts used during the system's life; P_34_102_d: Item of supply does not include packaging or labeling used for shipment or identification","P_34_102 = P_34_102_a ∧ P_34_102_b ∧ P_34_102_c ∧ ~P_34_102_d","None","Conjunction (Conj): Rule 7; Negation (Neg): Rule 10",VALIDATED,PASS,PASS,"Definitional provision. Three inclusive elements conjoined with one exclusionary element (packaging/labeling). Negation applied to the exclusion. Definition is self-contained with no external dependencies.",HIGH
34,34.103,P_34_103,"The Government will generally pay the costs of any testing and qualification it needs to use an industrial resource manufactured or developed with assistance provided under Title III of the DPA.","P_34_103_a: Industrial resource is manufactured or developed with assistance under Title III of the DPA; P_34_103_b: Government needs testing and qualification to use the industrial resource; P_34_103_c: Government will generally pay the costs of testing and qualification","(P_34_103_a ∧ P_34_103_b) ⊃ P_34_103_c",None,"Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7",PENDING_REVIEW,PASS,PASS,"Uses 'will generally' which is weaker than 'shall' but stronger than 'may'. Formalized as conditional: when both the Title III assistance condition and the Government need condition are met, Government bears costs. The qualifier 'generally' introduces discretion not fully captured by material implication. HIGH-RISK rule 15 used. Real-world interpretation: Government is the default payer but exceptions may exist.",MEDIUM
34,34.104,P_34_104,"Testing and qualification requirements for Title III industrial resources including review, contract modification, and resource provision.","P_34_104: Testing and qualification requirements consist of review and consultation (a), contract modification (b), and resource provision (c)","P_34_104 = P_34_104_a ∧ P_34_104_b ∧ P_34_104_c",None,"Conjunction (Conj): Rule 7",VALIDATED,PASS,PASS,"Parent proposition. Subsections (a), (b), and (c) collectively define the testing and qualification process. All three components are required parts of the framework.",HIGH
34,34.104(a),P_34_104_a,"When notified that a Title III project contractor has requested testing and approval of a Title III industrial resource, the contracting officer will review the request and may consult with the DPA Office.","P_34_104_a: CO review and consultation requirements upon notification of Title III testing request","P_34_104_a = P_34_104_a_1 ∧ P_34_104_a_2","P_34_104_a_1; P_34_104_a_2","Conjunction (Conj): Rule 7",VALIDATED,PASS,PASS,"Parent proposition for subsection (a). Combines mandatory review (a)(1) with permissive consultation (a)(2). Both are triggered by notification of Title III contractor request.",HIGH
34,34.104(a)(1),P_34_104_a_1,"When notified that a Title III project contractor has requested testing and approval of a Title III industrial resource, the contracting officer will review the request according to agency procedures to determine if conditions (i) and (ii) are met.","P_34_104_a_1_trigger: CO is notified that a Title III project contractor has requested testing and approval of a Title III industrial resource; P_34_104_a_1_action: CO reviews the request according to agency procedures to determine if conditions (i) and (ii) are met","P_34_104_a_1_trigger ⊃ P_34_104_a_1_action","P_34_104_a_1_i; P_34_104_a_1_ii","Material Implication (Impl): Rule 15 [HIGH-RISK]",PENDING_REVIEW,PASS,PASS,"Conditional requirement: notification triggers mandatory review. Uses 'will' which in regulatory context is declarative/mandatory. The review must assess both conditions (i) and (ii). HIGH-RISK rule 15 used but implication direction is clear: notification is antecedent, review is consequent.",MEDIUM
34,34.104(a)(1)(i),P_34_104_a_1_i,"The Title III industrial resource is being used or might be used in the manufacture or development of a major system or item of supply.","P_34_104_a_1_i_a: Title III industrial resource is being used in manufacture or development of a major system or item of supply; P_34_104_a_1_i_b: Title III industrial resource might be used in manufacture or development of a major system or item of supply","P_34_104_a_1_i = P_34_104_a_1_i_a ∨ P_34_104_a_1_i_b","P_34_102","Disjunction (Disj): Rule 8",VALIDATED,PASS,PASS,"First condition for CO review. Disjunctive: either current use OR potential use satisfies. References 'item of supply' defined in 34.102. Low threshold -- 'might be used' is speculative and broadens applicability significantly.",HIGH
34,34.104(a)(1)(ii),P_34_104_a_1_ii,"The remaining quantities available for purchase justify incurring the cost of testing and qualification.","P_34_104_a_1_ii: Remaining quantities available for purchase justify incurring the cost of testing and qualification","P_34_104_a_1_ii","P_34_103","(Atomic - no operator required)",VALIDATED,PASS,PASS,"Second condition for CO review. Single atomic proposition. Cost-benefit judgment call by the CO. Depends on P_34_103 for context on who bears the cost. Inherently subjective -- 'justify' requires CO discretion.",HIGH
34,34.104(a)(2),P_34_104_a_2,"The contracting officer may also consult with the Defense Production Act Office, Title III Program, located at Wright Patterson Air Force Base, Ohio 45433-7739.","P_34_104_a_2_a: CO has authority to consult with Defense Production Act Office Title III Program at Wright Patterson AFB; P_34_104_a_2_b: CO does not consult with Defense Production Act Office Title III Program","P_34_104_a_1_trigger ⊃ (P_34_104_a_2_a ∨ P_34_104_a_2_b)",None,"Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18",PENDING_REVIEW,PASS,PASS,"Permissive 'may' creates discretionary authority. CO can consult or not consult -- tautology represents unrestricted choice. Triggered by same notification condition as (a)(1). Real-world: this is an optional resource available to the CO, not a mandate.",MEDIUM
34,34.104(b),P_34_104_b,"If both conditions at 34.104(a)(1) are met, the contracting officer must modify the contract to require the contractor to conduct testing.","P_34_104_b_antecedent: Both conditions at 34.104(a)(1)(i) and 34.104(a)(1)(ii) are met; P_34_104_b_consequent: CO modifies the contract to require the contractor to conduct testing","(P_34_104_a_1_i ∧ P_34_104_a_1_ii) ⊃ P_34_104_b_consequent","P_34_104_a_1_i; P_34_104_a_1_ii","Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7",PENDING_REVIEW,PASS,PASS,"Mandatory conditional. 'Must' makes the consequent obligatory when both antecedent conditions are satisfied. This is the key action provision of 34.104 -- it converts discretionary review into mandatory contract modification. HIGH-RISK rule 15 used but direction is unambiguous: both conditions met triggers mandatory modification. No CO discretion once conditions are satisfied.",MEDIUM
