RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
2,2.000(a)(1),P_2_000_a_1,This part defines words and terms that are frequently used in the FAR.,P_2_000_a_1: Part 2 defines words and terms frequently used in the FAR,P_2_000_a_1,None,Atomic proposition (no operator required),VALIDATED,PASS,PASS,Simple declarative statement establishing Part 2 scope for definitions.,HIGH
2,2.000(a)(2),P_2_000_a_2,This part provides cross-references to other definitions in the FAR of the same word or term.,P_2_000_a_2: Part 2 provides cross-references to other FAR definitions,P_2_000_a_2,None,Atomic proposition (no operator required),VALIDATED,PASS,PASS,Declarative statement of Part 2 cross-referencing function.,HIGH
2,2.000(a)(3),P_2_000_a_3,This part provides for the incorporation of these definitions in solicitations and contracts by reference.,P_2_000_a_3: Part 2 provides for incorporation of definitions by reference,P_2_000_a_3,None,Atomic proposition (no operator required),VALIDATED,PASS,PASS,Establishes incorporation by reference mechanism for Part 2 definitions.,HIGH
2,2.000(a),P_2_000_a,This part (1) defines words and terms frequently used in the FAR; (2) provides cross-references to other definitions; and (3) provides for incorporation of definitions by reference.,P_2_000_a: Part 2 serves three functions for FAR definitions,P_2_000_a = P_2_000_a_1 ∧ P_2_000_a_2 ∧ P_2_000_a_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition. All three functions are conjunctive requirements of Part 2.,HIGH
2,2.000(b),P_2_000_b,"Other parts, subparts, and sections of this regulation (48 CFR chapter 1) may define other words or terms and those definitions only apply to the part, subpart, or section where the word or term is defined.",P_2_000_b_a: Other parts may define other words or terms; P_2_000_b_b: Those definitions only apply to the part/subpart/section where defined,P_2_000_b_a ⊃ P_2_000_b_b,None,Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,"Permissive ""may"" grants authority for other parts to define terms. When they do, definitions are scope-limited. HIGH-RISK due to implication capturing conditional scope limitation.",MEDIUM
2,2.000,P_2_000,"Scope of part. This part defines words and terms, provides cross-references, provides for incorporation by reference, and establishes that other parts may define terms with limited scope.",P_2_000: Scope of Part 2,P_2_000 = P_2_000_a ∧ P_2_000_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition for Section 2.000.,HIGH
2,2.101_intro,P_2_101_intro,"A word or a term, defined in this section, has the same meaning throughout this chapter (the FAR) unless the context clearly requires a different meaning or another FAR part provides a different definition. If defined differently elsewhere, this section includes a cross-reference and that other definition applies in its own scope.",P_2_101_intro_a: Term defined here has same meaning throughout FAR; P_2_101_intro_b: Context clearly requires different meaning; P_2_101_intro_c: Another FAR part provides different definition; P_2_101_intro_d: Cross-reference to other definition is included; P_2_101_intro_e: Other part definition applies in its own scope,(~P_2_101_intro_b ∧ ~P_2_101_intro_c) ⊃ P_2_101_intro_a; P_2_101_intro_c ⊃ (P_2_101_intro_d ∧ P_2_101_intro_e),P_2_000_b,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7; Negation (Neg): Rule 10,PENDING_REVIEW,PASS,PASS,Complex conditional establishing default applicability of Part 2 definitions across the FAR with two exception conditions. HIGH-RISK due to nested conditionals with negation.,MEDIUM
2,2.101,P_2_101_Acquisition,"""Acquisition"" means the acquiring by contract with appropriated funds of supplies or services (including construction) by and for the use of the Federal Government through purchase or lease. Acquisition begins at the point when agency needs are established and includes the description of requirements, solicitation and selection of sources, award of contracts, contract financing, contract performance, contract administration, and related technical and management functions.",P_2_101_Acquisition: Acquisition is defined as stated,P_2_101_Acquisition,None,Atomic proposition (definitional equivalence),VALIDATED,PASS,PASS,"Definitional proposition establishing meaning of ""Acquisition"" for FAR usage. Broad definitional scope covering the entire acquisition lifecycle.",HIGH
2,2.101,P_2_101_AcquisitionPlanning,"""Acquisition planning"" means the process by which the efforts of all personnel responsible for an acquisition are coordinated and integrated through a comprehensive plan for fulfilling the agency need in a timely manner and at a reasonable cost.",P_2_101_AcquisitionPlanning: Acquisition planning is defined as stated,P_2_101_AcquisitionPlanning,None,Atomic proposition (definitional equivalence),VALIDATED,PASS,PASS,"Definitional proposition establishing meaning of ""Acquisition planning"" for FAR usage.",HIGH
2,2.101,P_2_101_AAC,"""Activity Address Code (AAC)"" means a distinct six-position code consisting of alpha and/or numeric characters assigned to identify specific agency offices, units, activities, or organizations by GSA for civilian agencies and by DoD for defense agencies.",P_2_101_AAC: Activity Address Code (AAC) is defined as stated,P_2_101_AAC,None,Atomic proposition (definitional equivalence),VALIDATED,PASS,PASS,"Definitional proposition establishing meaning of ""Activity Address Code (AAC)"" for FAR usage.",HIGH
