"RFO_Part","Section_Number","Propositional_ID","Natural_Language","Atomic_Propositions","Formal_Logic_Statement","Dependencies","Justification_Rules","Validation_Status","Logical_Check","Real_World_Check","Validation_Notes","Confidence_Level"
"16","16.000","P_16_000","This part prescribes policies and procedures for selecting contract type(s) appropriate to the circumstances of the acquisition. Except for limited instructions regarding the placement of task and delivery orders, the entirety of this part applies to the pre-solicitation phase and is meant to guide in acquisition planning.","P_16_000: This part prescribes policies and procedures for selecting contract type(s) appropriate to the circumstances of the acquisition. Except for limited instructions regarding the placement of task and delivery orders, the entirety of this part applies to the pre-solicitation phase and is meant to guide in acquisition planning.","P_16_000","None","Simplification (Simp): Rule 6","PENDING_REVIEW","PASS","PASS","Single atomic proposition.","HIGH"
"16","16.001","P_16_001","As used in this part- Award-Fee Board means the team of individuals identified in the award-fee plan who have been designated to assist the Fee-Determining Official in making award-fee determinations. Established price means a price that -- (1) Is an established catalog or market price for a commercial product sold in substantial quantities to the general public; and (2) Is the net price after applying any standard trade discounts offered by the contractor. Fee-Determining Official means the designated Agency official(s) who reviews the recommendations of the Award-Fee Board in determining the amount of award fee to be earned by the contractor for each evaluation period. Rollover of unearned award fee means the process of transferring unearned award fee, which the contractor had an opportunity to earn, from one evaluation period to a subsequent evaluation period, thus allowing the contractor an additional opportunity to earn that previously unearned award fee.","P_16_001: As used in this part-; P_16_001_intro2: Award-Fee Board means the team of individuals identified in the award-fee plan who have been designated to assist the Fee-Determining Official in making award-fee determinations.; P_16_001_intro3: Established price means a price that --; P_16_001_1: (1) Is an established catalog or market price for a commercial product sold in substantial quantities to the general public; and; P_16_001_2: (2) Is the net price after applying any standard trade discounts offered by the contractor.; P_16_001_intro6: Fee-Determining Official means the designated Agency official(s) who reviews the recommendations of the Award-Fee Board in determining the amount of award fee to be earned by the contractor for each evaluation period.; P_16_001_intro7: Rollover of unearned award fee means the process of transferring unearned award fee, which the contractor had an opportunity to earn, from one evaluation period to a subsequent evaluation period, thus allowing the contractor an additional opportunity to earn that previously unearned award fee.","P_16_001 ∧ P_16_001_intro2 ∧ P_16_001_intro3 ∧ P_16_001_intro6 ∧ P_16_001_intro7 ∧ P_16_001_1 ∧ P_16_001_2","None","Conjunction (Conj): Rule 7","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements.","HIGH"
"16","16.101","P_16_101","(a) Unless expressly prohibited by statute or this regulation, contract types that promote the best interests of the Government, but are not described in this regulation, are permitted for use in accordance with agency procedures (see 10 U.S.C. 3321(a) and 41 U.S.C. 3901). Ensure selection of contract type is consistent with the Guiding Principles for the System in 1.102. (b) The cost-plus-a-percentage-of-cost system of contracting must not be used (see 10 U.S.C. 3322(a) and 41 U.S.C. 3905(a)). Prime contracts (including letter contracts) other than firm-fixed-price contracts must, by an appropriate clause, prohibit cost-plus-a-percentage-of-cost subcontracts (see clauses prescribed in part 44 for cost-reimbursement contracts and part 16 for fixed-price contracts).","P_16_101_a: (a) Unless expressly prohibited by statute or this regulation, contract types that promote the best interests of the Government, but are not described in this regulation, are permitted for use in accordance with agency procedures (see 10 U.S.C. 3321(a) and 41 U.S.C. 3901). Ensure selection of contract type is consistent with the Guiding Principles for the System in 1.102.; P_16_101_b: (b) The cost-plus-a-percentage-of-cost system of contracting must not be used (see 10 U.S.C. 3322(a) and 41 U.S.C. 3905(a)). Prime contracts (including letter contracts) other than firm-fixed-price contracts must, by an appropriate clause, prohibit cost-plus-a-percentage-of-cost subcontracts (see clauses prescribed in part 44 for cost-reimbursement contracts and part 16 for fixed-price contracts).","P_16_101_a ∧ P_16_101_b","P_16, P_1_102, P_44","Conjunction (Conj): Rule 7","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements. External deps: P_16, P_1_102, P_44.","HIGH"
"16","16.102","P_16_102","(a) (1) Selecting the contract type is generally a matter for negotiation and requires the exercise of sound judgment. When selecting and negotiating the contract type, the contracting officer must consider contract terms, risks (e.g., technical, performance, delivery), and pricing. (2) Contracting officers may instruct offerors in the solicitation to propose an alternative contract type within their proposals. (b) A firm-fixed-price contract, which best uses the basic profit motive of business enterprise, must be used when the risk involved is minimal or can be predicted with an acceptable degree of certainty. However, when a reasonable basis for firm pricing does not exist, other contract types should be considered, and negotiations should be directed toward selecting a contract type (or combination of types) that will appropriately tie profit to contractor performance. (c) In the course of an acquisition program, a series of contracts, or a single long-term contract, changing circumstances may necessitate different contract types than those used initially. Contracting officers should avoid extended use of a cost-reimbursement or time-and-materials contract after experience provides a basis for firmer pricing.","P_16_102_a: (a); P_16_102_a_1: (1) Selecting the contract type is generally a matter for negotiation and requires the exercise of sound judgment. When selecting and negotiating the contract type, the contracting officer must consider contract terms, risks (e.g., technical, performance, delivery), and pricing.; P_16_102_a_2: (2) Contracting officers may instruct offerors in the solicitation to propose an alternative contract type within their proposals.; P_16_102_b: (b) A firm-fixed-price contract, which best uses the basic profit motive of business enterprise, must be used when the risk involved is minimal or can be predicted with an acceptable degree of certainty. However, when a reasonable basis for firm pricing does not exist, other contract types should be considered, and negotiations should be directed toward selecting a contract type (or combination of types) that will appropriately tie profit to contractor performance.; P_16_102_c: (c) In the course of an acquisition program, a series of contracts, or a single long-term contract, changing circumstances may necessitate different contract types than those used initially. Contracting officers should avoid extended use of a cost-reimbursement or time-and-materials contract after experience provides a basis for firmer pricing.","(P_16_102_a ∧ P_16_102_a_1 ∧ P_16_102_a_2) ∧ P_16_102_b ∧ P_16_102_c","None","Conjunction (Conj): Rule 7","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements. Contains advisory ""should"" language - recommended, not mandatory. Contains permissive ""may"" language - discretionary authority.","HIGH"
"16","16.103","P_16_103","(a) Except as identified in paragraph (b) of this section, document and explain in the acquisition plan, or in the contract file if a written acquisition plan is not required by agency procedures- (1) Why the contract type selected must be used to meet the agency's needs. (2) The Government's risks and the burden to manage the contract type selected. As applicable, discuss - (i) How the Government identified the risks (e.g., pre-award survey, or past performance information); (ii) The nature of the risks (e.g., inadequate contractor's accounting system, weaknesses in contractor's internal control, non-compliance with Cost Accounting Standards, or lack of or inadequate earned value management system); and (iii) How the Government will manage and mitigate the risks. (3) The Government resources necessary to properly plan for, award, and administer the contract type selected (e.g., resources needed and the additional risks to the Government if adequate resources are not provided). (4) For other than a firm-fixed-price contract, at a minimum include- (i) An analysis of why the use of other than a firm-fixed-price contract (e.g., cost reimbursement, time-and-materials, labor hour, innovative contract type) is appropriate; (ii) Rationale that detail specific facts and circumstances (e.g., complexity of the requirements, uncertain work duration, contractor's technical capability and financial responsibility, or adequacy of the contractor's accounting system), and associated reasoning essential to support the contract type selection; (iii) An assessment of whether Government resources are adequate to properly plan for, award, and administer other than firm-fixed-price contracts; and (iv) A discussion of planned actions to minimize the use of other than firm-fixed-price contracts on future acquisitions for the same requirement and to transition to firm-fixed-price contracts to the maximum extent practicable. (5) Why a level-of-effort, price redetermination, or fee provision was included. (b) Documentation of contract type is not required for the following- (1) Fixed-price acquisitions made under simplified acquisition procedures; (2) Contracts on a firm-fixed-price basis other than those for major systems or research and development; and (3) Awards on the set-aside portion of sealed bid partial set-asides for small business.","P_16_103_a: (a) Except as identified in paragraph (b) of this section, document and explain in the acquisition plan, or in the contract file if a written acquisition plan is not required by agency procedures-; P_16_103_a_1: (1) Why the contract type selected must be used to meet the agency's needs.; P_16_103_a_2: (2) The Government's risks and the burden to manage the contract type selected. As applicable, discuss -; P_16_103_a_2_i: (i) How the Government identified the risks (e.g., pre-award survey, or past performance information);; P_16_103_a_2_ii: (ii) The nature of the risks (e.g., inadequate contractor's accounting system, weaknesses in contractor's internal control, non-compliance with Cost Accounting Standards, or lack of or inadequate earned value management system); and; P_16_103_a_2_iii: (iii) How the Government will manage and mitigate the risks.; P_16_103_a_3: (3) The Government resources necessary to properly plan for, award, and administer the contract type selected (e.g., resources needed and the additional risks to the Government if adequate resources are not provided).; P_16_103_a_4: (4) For other than a firm-fixed-price contract, at a minimum include-; P_16_103_a_4_i: (i) An analysis of why the use of other than a firm-fixed-price contract (e.g., cost reimbursement, time-and-materials, labor hour, innovative contract type) is appropriate;; P_16_103_a_4_ii: (ii) Rationale that detail specific facts and circumstances (e.g., complexity of the requirements, uncertain work duration, contractor's technical capability and financial responsibility, or adequacy of the contractor's accounting system), and associated reasoning essential to support the contract type selection;; P_16_103_a_4_iii: (iii) An assessment of whether Government resources are adequate to properly plan for, award, and administer other than firm-fixed-price contracts; and; P_16_103_a_4_iv: (iv) A discussion of planned actions to minimize the use of other than firm-fixed-price contracts on future acquisitions for the same requirement and to transition to firm-fixed-price contracts to the maximum extent practicable.; P_16_103_a_5: (5) Why a level-of-effort, price redetermination, or fee provision was included.; P_16_103_b: (b) Documentation of contract type is not required for the following-; P_16_103_b_1: (1) Fixed-price acquisitions made under simplified acquisition procedures;; P_16_103_b_2: (2) Contracts on a firm-fixed-price basis other than those for major systems or research and development; and; P_16_103_b_3: (3) Awards on the set-aside portion of sealed bid partial set-asides for small business.","~(P_16_103_a ∧ P_16_103_a_1 ∧ P_16_103_a_2 ∧ P_16_103_a_2_i ∧ P_16_103_a_2_ii ∧ P_16_103_a_2_iii ∧ P_16_103_a_3 ∧ P_16_103_a_4 ∧ P_16_103_a_4_i ∧ P_16_103_a_4_ii ∧ P_16_103_a_4_iii ∧ P_16_103_a_4_iv ∧ P_16_103_a_5) ⊃ ((P_16_103_b ∧ P_16_103_b_1 ∧ P_16_103_b_2 ∧ P_16_103_b_3))","None","Conjunction (Conj): Rule 7; Material Implication (Impl): Rule 15; De Morgan's Rule (DM): Rule 9","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements. Implication represents conditional requirement.","MEDIUM"
"16","16.104","P_16_104","The contracting officer may complete and insert the provision at 52.216-1, Type of Contract, in a solicitation. When the solicitation provides for the opportunity for an offeror to propose an alternative contract type, include the provision with its Alternate I.","P_16_104: The contracting officer may complete and insert the provision at 52.216-1, Type of Contract, in a solicitation. When the solicitation provides for the opportunity for an offeror to propose an alternative contract type, include the provision with its Alternate I.","P_16_104","P_52_216_1","Simplification (Simp): Rule 6","PENDING_REVIEW","PASS","PASS","Single atomic proposition. Contains permissive ""may"" language - discretionary authority. External deps: P_52_216_1.","HIGH"
"16","16.201","P_16_201","(a) Fixed-price types of contracts provide for a firm price or, in appropriate cases, an adjustable price. Fixed-price contracts with adjustable prices may include a ceiling price, a target price (including target cost), or both. Unless otherwise specified in the contract, the ceiling price or target price may only be adjusted through contract clauses that provide for equitable adjustment or other revision of the contract price under stated circumstances. (b) The contracting officer must use firm-fixed-price or fixed-price with economic price adjustment contracts when acquiring commercial products and commercial services, except as provided in 12.104(a). (c) Time-and-materials contracts and labor-hour contracts are not fixed-price contracts.","P_16_201: (a) Fixed-price types of contracts provide for a firm price or, in appropriate cases, an adjustable price. Fixed-price contracts with adjustable prices may include a ceiling price, a target price (including target cost), or both. Unless otherwise specified in the contract, the ceiling price or target price may only be adjusted through contract clauses that provide for equitable adjustment or other revision of the contract price under stated circumstances.; P_16_201_intro2: (b) The contracting officer must use firm-fixed-price or fixed-price with economic price adjustment contracts when acquiring commercial products and commercial services, except as provided in 12.104(a).; P_16_201_intro3: (c) Time-and-materials contracts and labor-hour contracts are not fixed-price contracts.","~P_16_201 ⊃ (P_16_201_intro2 ∧ P_16_201_intro3)","P_12_104","Conjunction (Conj): Rule 7; Material Implication (Impl): Rule 15; De Morgan's Rule (DM): Rule 9","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements. Implication represents conditional requirement. Contains permissive ""may"" language - discretionary authority. External deps: P_12_104.","MEDIUM"
"16","16.202","P_16_202","Section 16.202 comprises subsections 16.202-1, 16.202-2.","P_16_202_1: See section 16.202-1; P_16_202_2: See section 16.202-2","P_16_202_1 ∧ P_16_202_2","P_16_202_1, P_16_202_2","Conjunction (Conj): Rule 7","PENDING_REVIEW","PASS","PASS","Parent proposition per Parent Proposition Rule. 2 subsections.","HIGH"
"16","16.202-1","P_16_202_1","A firm-fixed-price contract provides for a price that is not subject to any adjustment on the basis of the contractor's experience in performing the contract. The contracting officer may use a firm-fixed-price contract in conjunction with an award-fee incentive (see 16.402) and performance or delivery incentives (see 16.403 and 16.404) when the award fee or incentive is based solely on factors other than cost. The contract type remains firm-fixed-price when used with these incentives.","P_16_202_1: A firm-fixed-price contract provides for a price that is not subject to any adjustment on the basis of the contractor's experience in performing the contract. The contracting officer may use a firm-fixed-price contract in conjunction with an award-fee incentive (see 16.402) and performance or delivery incentives (see 16.403 and 16.404) when the award fee or incentive is based solely on factors other than cost. The contract type remains firm-fixed-price when used with these incentives.","P_16_202_1","P_16_402, P_16_403, P_16_404","Simplification (Simp): Rule 6","PENDING_REVIEW","PASS","PASS","Single atomic proposition. Contains permissive ""may"" language - discretionary authority.","HIGH"
"16","16.202-2","P_16_202_2","A firm-fixed-price contract is suitable for acquiring supplies or services on the basis of clearly defined functional or detailed specifications (see part 11) when the contracting officer can establish fair and reasonable prices at the outset.","P_16_202_2: A firm-fixed-price contract is suitable for acquiring supplies or services on the basis of clearly defined functional or detailed specifications (see part 11) when the contracting officer can establish fair and reasonable prices at the outset.","P_16_202_2","P_11","Simplification (Simp): Rule 6","PENDING_REVIEW","PASS","PASS","Single atomic proposition. External deps: P_11.","HIGH"
"16","16.203","P_16_203","Section 16.203 comprises subsections 16.203-1, 16.203-2, 16.203-3, 16.203-4.","P_16_203_1: See section 16.203-1; P_16_203_2: See section 16.203-2; P_16_203_3: See section 16.203-3; P_16_203_4: See section 16.203-4","P_16_203_1 ∧ P_16_203_2 ∧ P_16_203_3 ∧ P_16_203_4","P_16_203_1, P_16_203_2, P_16_203_3, P_16_203_4","Conjunction (Conj): Rule 7","PENDING_REVIEW","PASS","PASS","Parent proposition per Parent Proposition Rule. 4 subsections.","HIGH"
"16","16.203-1","P_16_203_1","(a) A fixed-price contract with economic price adjustment provides for upward and downward revision of the stated contract price when specific events occur. Economic price adjustments are of three general types: (1) Adjustments based on established prices. These price adjustments are based on increases or decreases from an agreed-upon level in published or established prices of specific items or the contract end items. (2) Adjustments based on actual costs of labor or material. These price adjustments are based on increases or decreases in specified costs of labor or material that the contractor actually experiences during contract performance. (3) Adjustments based on cost indexes of labor or material. These price adjustments are based on increases or decreases in labor or material cost standards or indexes that are specifically identified in the contract. (b) The contracting officer may use a fixed-price contract with economic price adjustment in conjunction with an award-fee incentive (see 16.402) and performance or delivery incentives (see 16.403 and 16.404). This combination is appropriate when the award fee or incentive is based solely on factors other than cost. The contract type remains fixed-price with economic price adjustment when used with these incentives.","P_16_203_1: (a) A fixed-price contract with economic price adjustment provides for upward and downward revision of the stated contract price when specific events occur. Economic price adjustments are of three general types:; P_16_203_1_intro2: (1) Adjustments based on established prices. These price adjustments are based on increases or decreases from an agreed-upon level in published or established prices of specific items or the contract end items.; P_16_203_1_intro3: (2) Adjustments based on actual costs of labor or material. These price adjustments are based on increases or decreases in specified costs of labor or material that the contractor actually experiences during contract performance.; P_16_203_1_intro4: (3) Adjustments based on cost indexes of labor or material. These price adjustments are based on increases or decreases in labor or material cost standards or indexes that are specifically identified in the contract.; P_16_203_1_intro5: (b) The contracting officer may use a fixed-price contract with economic price adjustment in conjunction with an award-fee incentive (see 16.402) and performance or delivery incentives (see 16.403 and 16.404). This combination is appropriate when the award fee or incentive is based solely on factors other than cost. The contract type remains fixed-price with economic price adjustment when used with these incentives.","P_16_203_1 ∧ P_16_203_1_intro2 ∧ P_16_203_1_intro3 ∧ P_16_203_1_intro4 ∧ P_16_203_1_intro5","P_16_402, P_16_403, P_16_404","Conjunction (Conj): Rule 7","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements. Contains permissive ""may"" language - discretionary authority.","HIGH"
"16","16.203-2","P_16_203_2","(a) A fixed-price contract with economic price adjustment may be used when- (1) There is serious doubt concerning the stability of market or labor conditions that will exist during an extended period of contract performance; and (2) Contingencies that would otherwise be included in the contract price can be identified and covered separately in the contract. Price adjustments based on established prices should normally be restricted to industry-wide contingencies. Price adjustments based on labor and material costs should be limited to contingencies beyond the contractor's control. For use of economic price adjustment in sealed bid contracts, see part 14. (b) When establishing the base level from which adjustments will be made, the contracting officer must ensure that contingency allowances are not duplicated by inclusion in both the base price and the adjustment requested by the contractor under economic price adjustment clause. (c) In contracts that do not require submission of certified cost or pricing data, the contracting officer must obtain adequate data to establish the base level from which adjustment will be made and may require verification of data submitted.","P_16_203_2_a: (a) A fixed-price contract with economic price adjustment may be used when-; P_16_203_2_a_1: (1) There is serious doubt concerning the stability of market or labor conditions that will exist during an extended period of contract performance; and; P_16_203_2_a_2: (2) Contingencies that would otherwise be included in the contract price can be identified and covered separately in the contract. Price adjustments based on established prices should normally be restricted to industry-wide contingencies. Price adjustments based on labor and material costs should be limited to contingencies beyond the contractor's control. For use of economic price adjustment in sealed bid contracts, see part 14.; P_16_203_2_b: (b) When establishing the base level from which adjustments will be made, the contracting officer must ensure that contingency allowances are not duplicated by inclusion in both the base price and the adjustment requested by the contractor under economic price adjustment clause.; P_16_203_2_c: (c) In contracts that do not require submission of certified cost or pricing data, the contracting officer must obtain adequate data to establish the base level from which adjustment will be made and may require verification of data submitted.","(P_16_203_2_b ∧ P_16_203_2_c) ⊃ (P_16_203_2_a ∧ P_16_203_2_a_1 ∧ P_16_203_2_a_2)","P_14","Conjunction (Conj): Rule 7; Material Implication (Impl): Rule 15","PENDING_REVIEW","PASS","PASS","Conjunction combines mandatory requirements. Implication represents conditional requirement. Contains advisory ""should"" language - recommended, not mandatory. Contains permissive ""may"" language - discretionary authority. External deps: P_14.","HIGH"
"16","16.203-3","P_16_203_3","A fixed-price contract with economic price adjustment may be used only if the contracting officer determines that it is necessary to protect the contractor and the Government against significant fluctuations in labor or material costs or to provide for contract price adjustment in the event of changes in the contractor's established prices.","P_16_203_3: A fixed-price contract with economic price adjustment may be used only if the contracting officer determines that it is necessary to protect the contractor and the Government against significant fluctuations in labor or material costs or to provide for contract price adjustment in the event of changes in the contractor's established prices.","P_16_203_3","None","Simplification (Simp): Rule 6","PENDING_REVIEW","PASS","PASS","Single atomic proposition. Contains permissive ""may"" language - discretionary authority.","HIGH"
