"RFO_Part","Section_Number","Propositional_ID","Natural_Language","Atomic_Propositions","Formal_Logic_Statement","Dependencies","Justification_Rules","Validation_Status","Logical_Check","Real_World_Check","Validation_Notes","Confidence_Level"
"3","3.000","P_3_000","Scope of part. This part prescribes policies and procedures for avoiding improper business practices and personal conflicts of interest and for dealing with their apparent or actual occurrence. - Safeguards","P_3_000: Scope of part. This part prescribes policies and procedures for avoiding improper business practices and personal conflicts of interest and for dealing with their apparent or actual occurrence. - Safeguards","P_3_000","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101","P_3_101","Standards of conduct.","P_3_101: Standards of conduct.","P_3_101","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-1","P_3_101_1","General. Government business must be conducted in a manner above reproach. Except as authorized by statute or regulation, business must be conducted with complete impartiality and without preferential treatment for anyone. Transactions involving public funds require the highest degree of public trust and impeccable standards of conduct. The general rule is to avoid any conflict of interest or even the appearance of a conflict of interest in Government-contractor relationships. Many Federal laws restrict Government personnel actions. Beyond these restrictions, official conduct must meet a standard where personnel would have no reluctance to fully disclose their actions to the public.","P_3_101_1: General. Government business must be conducted in a manner above reproach. Except as authorized by statute or regulation, business must be conducted with complete impartiality and without preferential treatment for anyone. Transactions involving public funds require the highest degree of public trust and impeccable standards of conduct. The general rule is to avoid any conflict of interest or even the appearance of a conflict of interest in Government-contractor relationships. Many Federal laws restrict Government personnel actions. Beyond these restrictions, official conduct must meet a standard where personnel would have no reluctance to fully disclose their actions to the public.","P_3_101_1","None","Material Implication (Impl): Rule 15 [HIGH-RISK]","PENDING_REVIEW","PASS","PASS","Mandatory requirement using 'shall'/'must'. Contains conditional trigger pattern (if/when/where). Contains negative conditional (unless/except). Uses HIGH-RISK transformation rule. Requires external review.","MEDIUM"
"3","3.101-2","P_3_101_2","Solicitation and acceptance of gratuities by Government personnel.","P_3_101_2: Solicitation and acceptance of gratuities by Government personnel.","P_3_101_2","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-2(a)","P_3_101_2_a","As a rule, and as required by Executive Order 12731, no Government employee may solicit or accept, directly or indirectly, any gratuity, gift, favor, entertainment, loan, or anything of monetary value from anyone who-","P_3_101_2_a: As a rule, and as required by Executive Order 12731, no Government employee may solicit or accept, directly or indirectly, any gratuity, gift, favor, entertainment, loan, or anything of monetary value from anyone who-","(P_3_101_2_a v ~P_3_101_2_a)","None","Tautology (Taut): Rule 18","VALIDATED","PASS","PASS","Permissive 'may' creates discretionary authority. Tautology represents unrestricted choice.","MEDIUM"
"3","3.101-2(a)(1)","P_3_101_2_a_1","Has or is seeking to obtain Government business with the employee's agency;","P_3_101_2_a_1: Has or is seeking to obtain Government business with the employee's agency;","P_3_101_2_a_1","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-2(a)(2)","P_3_101_2_a_2","Conducts activities that are regulated by the employee's agency; or","P_3_101_2_a_2: Conducts activities that are regulated by the employee's agency; or","P_3_101_2_a_2","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-2(a)(3)","P_3_101_2_a_3","Has interests that may be substantially affected by the performance or nonperformance of the employee's official duties.","P_3_101_2_a_3: Has interests that may be substantially affected by the performance or nonperformance of the employee's official duties.","(P_3_101_2_a_3 v ~P_3_101_2_a_3)","None","Tautology (Taut): Rule 18","VALIDATED","PASS","PASS","Permissive 'may' creates discretionary authority. Tautology represents unrestricted choice.","MEDIUM"
"3","3.101-2(b)","P_3_101_2_b","Certain limited exceptions are authorized in agency regulations.","P_3_101_2_b: Certain limited exceptions are authorized in agency regulations.","P_3_101_2_b","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-3","P_3_101_3","Agency regulations.","P_3_101_3: Agency regulations.","P_3_101_3","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-3(a)","P_3_101_3_a","Agencies must prescribe Standards of Conduct as required by 5 CFR part 735. These agency standards contain—","P_3_101_3_a: Agencies must prescribe Standards of Conduct as required by 5 CFR part 735. These agency standards contain—","P_3_101_3_a","Part_735","Direct Statement","VALIDATED","PASS","PASS","Mandatory requirement using 'shall'/'must'. External dependencies: Part_735.","HIGH"
"3","3.101-3(a)(1)","P_3_101_3_a_1","Agency-authorized exceptions to 3.101-2; and","P_3_101_3_a_1: Agency-authorized exceptions to 3.101-2; and","P_3_101_3_a_1","P_3_101_2","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-3(a)(2)","P_3_101_3_a_2","Disciplinary measures for persons violating the standards of conduct.","P_3_101_3_a_2: Disciplinary measures for persons violating the standards of conduct.","P_3_101_3_a_2","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.101-3(b)","P_3_101_3_b","Requirements for employee financial disclosure and restrictions on private employment for former Government employees are contained in Office of Personnel Management and agency regulations implementing Public Law 95-521, which amended 18 U.S.C. 207  .","P_3_101_3_b: Requirements for employee financial disclosure and restrictions on private employment for former Government employees are contained in Office of Personnel Management and agency regulations implementing Public Law 95-521, which amended 18 U.S.C. 207  .","P_3_101_3_b","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103","P_3_103","Independent pricing.","P_3_103: Independent pricing.","P_3_103","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-1","P_3_103_1","Solicitation provision. The contracting officer must include the provision at 52.203-2, Certificate of Independent Price Determination, in solicitations for firm-fixed-price contracts or fixed-price contracts with economic price adjustment, unless-","P_3_103_1: Solicitation provision. The contracting officer must include the provision at 52.203-2, Certificate of Independent Price Determination, in solicitations for firm-fixed-price contracts or fixed-price contracts with economic price adjustment, unless-","P_3_103_1","P_3_.203_2","Direct Statement","VALIDATED","PASS","PASS","Mandatory requirement using 'shall'/'must'. Contains negative conditional (unless/except).","HIGH"
"3","3.103-1(a)","P_3_103_1_a","The purchase uses simplified acquisition procedures from part 13;","P_3_103_1_a: The purchase uses simplified acquisition procedures from part 13;","P_3_103_1_a","Part_13","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy. External dependencies: Part_13.","HIGH"
"3","3.103-1(b)","P_3_103_1_b","The solicitation only requests technical proposals under two-step sealed bidding; or","P_3_103_1_b: The solicitation only requests technical proposals under two-step sealed bidding; or","P_3_103_1_b","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-1(c)","P_3_103_1_c","The solicitation is for utility services with rates established by law or regulation.","P_3_103_1_c: The solicitation is for utility services with rates established by law or regulation.","P_3_103_1_c","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2","P_3_103_2","Evaluating the certification.","P_3_103_2: Evaluating the certification.","P_3_103_2","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)","P_3_103_2_a","Evaluation guidelines .","P_3_103_2_a: Evaluation guidelines .","P_3_103_2_a","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)(1)","P_3_103_2_a_1","The following activities are not considered ""disclosure"" as used in paragraph (a)(2) of the Certificate of Independent Price Determination (the certificate):","P_3_103_2_a_1: The following activities are not considered ""disclosure"" as used in paragraph (a)(2) of the Certificate of Independent Price Determination (the certificate):","P_3_103_2_a_1","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)(1)(i)","P_3_103_2_a_1_i","A firm has published price lists, rates, or tariffs for items the Government is buying.","P_3_103_2_a_1_i: A firm has published price lists, rates, or tariffs for items the Government is buying.","P_3_103_2_a_1_i","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)(1)(ii)","P_3_103_2_a_1_ii","A firm has told potential customers about upcoming new or revised price lists for items the Government is buying.","P_3_103_2_a_1_ii: A firm has told potential customers about upcoming new or revised price lists for items the Government is buying.","P_3_103_2_a_1_ii","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)(1)(ii)(3)","P_3_103_2_a_1_ii_3","For joint offers from multiple companies, each company's certification applies only to its own activities.","P_3_103_2_a_1_ii_3: For joint offers from multiple companies, each company's certification applies only to its own activities.","P_3_103_2_a_1_ii_3","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)(1)(iii)","P_3_103_2_a_1_iii","A firm has sold the same items to commercial customers at the same prices offered to the Government.","P_3_103_2_a_1_iii: A firm has sold the same items to commercial customers at the same prices offered to the Government.","P_3_103_2_a_1_iii","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(a)(1)(iv)","P_3_103_2_a_1_iv","A firm participates in a reverse auction (explained in part 17).","P_3_103_2_a_1_iv: A firm participates in a reverse auction (explained in part 17).","P_3_103_2_a_1_iv","Part_17","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy. External dependencies: Part_17.","HIGH"
"3","3.103-2(a)(1)(iv)(2)","P_3_103_2_a_1_iv_2","For paragraph (b)(2) of the certificate, an individual may use a blanket authorization to act as an agent for the person(s) responsible for determining the offered prices if- (i) The proposed contract is clearly within the scope of the authorization; and (ii) The person giving the authorization is responsible for determining the offered prices at the time the certification is made for that offer.","P_3_103_2_a_1_iv_2_cond: An individual may use a blanket authorization to act as agent for paragraph (b)(2); P_3_103_2_a_1_iv_2_i: The proposed contract is clearly within the scope of the authorization; P_3_103_2_a_1_iv_2_ii: The person giving the authorization is responsible for determining the offered prices at the time the certification is made for that offer.","(P_3_103_2_a_1_iv_2_i ^ P_3_103_2_a_1_iv_2_ii) -> (P_3_103_2_a_1_iv_2_cond v ~P_3_103_2_a_1_iv_2_cond)","P_3_103_2_a","Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7; Tautology (Taut): Rule 18","PENDING_REVIEW","PASS","PASS","Permissive 'may' creates discretionary authority. Tautology represents unrestricted choice. Contains conditional trigger pattern (if/when/where). Conjunctive conditions (i) and (ii) must both hold. Uses HIGH-RISK transformation rule. Requires external review.","MEDIUM"
"3","3.103-2(b)","P_3_103_2_b","Rejecting potentially collusive offers .","P_3_103_2_b: Rejecting potentially collusive offers .","P_3_103_2_b","None","Direct Statement","VALIDATED","PASS","PASS","Declarative statement establishing scope, definition, or policy.","HIGH"
"3","3.103-2(b)(1)","P_3_103_2_b_1","If an offeror removes or modifies paragraph (a)(1), (a)(3), or (b) of the certificate, the contracting officer must reject their bid or proposal.","P_3_103_2_b_1: If an offeror removes or modifies paragraph (a)(1), (a)(3), or (b) of the certificate, the contracting officer must reject their bid or proposal.","P_3_103_2_b_1","None","Material Implication (Impl): Rule 15 [HIGH-RISK]","PENDING_REVIEW","PASS","PASS","Mandatory requirement using 'shall'/'must'. Contains conditional trigger pattern (if/when/where). Uses HIGH-RISK transformation rule. Requires external review.","MEDIUM"
"3","3.103-2(b)(2)","P_3_103_2_b_2","If an offeror deleted or modified paragraph (a)(2) of the certificate-","P_3_103_2_b_2: If an offeror deleted or modified paragraph (a)(2) of the certificate-","P_3_103_2_b_2","None","Material Implication (Impl): Rule 15 [HIGH-RISK]","PENDING_REVIEW","PASS","PASS","Declarative statement establishing scope, definition, or policy. Contains conditional trigger pattern (if/when/where). Uses HIGH-RISK transformation rule. Requires external review.","MEDIUM"
