RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
18,18.000,P_18_000,This part identifies acquisition flexibilities available for emergency acquisitions.,P_18_000_a: Part 18 identifies acquisition flexibilities available for emergency acquisitions,P_18_000 = P_18_000_a,None,Identity (atomic proposition),VALIDATED,PASS,PASS,Declarative scope statement. Establishes the purpose of Part 18 without imposing any requirement. Uses 'will'-equivalent declarative framing. No conditional or mandatory language present.,HIGH
18,18.001(a),P_18_001_a,Contracting officers should use the flexibilities included in the FAR to respond quickly for an emergency or urgent need. See the list of FAR flexibilities available at https://acquisition.gov/emergency-procurement.,P_18_001_a_1: Emergency or urgent need exists; P_18_001_a_2: Contracting officers use FAR flexibilities to respond quickly,P_18_001_a_1 ⊃ P_18_001_a_2,None,Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,"Advisory 'should' indicates recommended practice, not mandatory requirement. Formalized as conditional: when emergency/urgent need exists, COs should use FAR flexibilities. Not contractually binding but establishes expected behavior. Flagged PENDING_REVIEW due to 'should' modal and HIGH-RISK Rule 15 usage. Reference to external URL is informational, not a dependency.",MEDIUM
18,18.001(b)(1),P_18_001_b_1,The micro-purchase threshold and simplified acquisition threshold may be raised when used to support a contingency operation.,P_18_001_b_1_a: Head of executive agency determines thresholds are used to support a contingency operation; P_18_001_b_1_b: Micro-purchase threshold and simplified acquisition threshold may be raised,P_18_001_b_1_a ⊃ (P_18_001_b_1_b ∨ ~P_18_001_b_1_b),P_2,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,Permissive 'may' creates discretionary authority for raising thresholds. Requires head of executive agency determination as antecedent condition (inherited from parent 18.001(b) introductory text). Tautology in consequent represents unrestricted discretion once condition is met. Reference to Part 2 for threshold definitions.,MEDIUM
18,18.001(b)(2),P_18_001_b_2,"The micro-purchase threshold and simplified acquisition threshold may be raised when used to help defend against or recover from cyber, nuclear, biological, chemical, or radiological attack against the United States.","P_18_001_b_2_a: Head of executive agency determines thresholds are used to help defend against or recover from cyber, nuclear, biological, chemical, or radiological attack against the United States; P_18_001_b_2_b: Micro-purchase threshold and simplified acquisition threshold may be raised",P_18_001_b_2_a ⊃ (P_18_001_b_2_b ∨ ~P_18_001_b_2_b),P_2,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,Permissive 'may' for threshold elevation. CBRN-cyber attack defense/recovery is the triggering condition. Same discretionary structure as (b)(1). Head of agency determination required per introductory text of 18.001(b).,MEDIUM
18,18.001(b)(3),P_18_001_b_3,The micro-purchase threshold and simplified acquisition threshold may be raised when used to support a request from the Secretary of State or the Administrator of the United States Agency for International Development to help provide international disaster assistance as described in 22 U.S.C. 2292 et seq.,P_18_001_b_3_a: Head of executive agency determines thresholds are used to support a request from Secretary of State or USAID Administrator to provide international disaster assistance per 22 U.S.C. 2292 et seq.; P_18_001_b_3_b: Micro-purchase threshold and simplified acquisition threshold may be raised,P_18_001_b_3_a ⊃ (P_18_001_b_3_b ∨ ~P_18_001_b_3_b),P_2,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,"Permissive 'may' for threshold elevation. Triggering condition requires request from specific officials (Secretary of State or USAID Administrator) for international disaster assistance. Statutory reference to 22 U.S.C. 2292 et seq. is an external legal dependency, not a FAR cross-reference. Head of agency determination required per introductory text.",MEDIUM
18,18.001(b)(4),P_18_001_b_4,The micro-purchase threshold and simplified acquisition threshold may be raised when used to support response to an emergency or major disaster.,P_18_001_b_4_a: Head of executive agency determines thresholds are used to support response to an emergency or major disaster; P_18_001_b_4_b: Micro-purchase threshold and simplified acquisition threshold may be raised,P_18_001_b_4_a ⊃ (P_18_001_b_4_b ∨ ~P_18_001_b_4_b),P_2,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,Permissive 'may' for threshold elevation. Emergency or major disaster response is the triggering condition. Same discretionary structure as other (b) subsections. Head of agency determination required per introductory text.,MEDIUM
18,18.001(b)(5),P_18_001_b_5,"The micro-purchase threshold and simplified acquisition threshold may be raised when used to support a humanitarian or peacekeeping operation using a contract to be awarded and performed, or purchase to be made, outside the United States. The simplified acquisition threshold may be changed, but not the micro-purchase threshold.",P_18_001_b_5_a: Head of executive agency determines thresholds are used to support a humanitarian or peacekeeping operation outside the United States; P_18_001_b_5_b: Simplified acquisition threshold may be raised; P_18_001_b_5_c: Micro-purchase threshold may not be raised for this purpose,P_18_001_b_5_a ⊃ ((P_18_001_b_5_b ∨ ~P_18_001_b_5_b) ∧ ~P_18_001_b_5_c),P_2,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18; Conjunction (Conj): Rule 7; Negation (Neg): Rule 10,PENDING_REVIEW,PASS,PASS,"Unique among (b) subsections: only the simplified acquisition threshold may be raised, NOT the micro-purchase threshold. This is an explicit restriction on the general authority in (b). The negation of micro-purchase threshold change is mandatory (not discretionary), while SAT change remains permissive. Contract must be awarded/performed or purchase made outside the United States. Head of agency determination required per introductory text.",MEDIUM
18,18.001(b),P_18_001_b,"The definitions of micro-purchase threshold and simplified acquisition threshold at part 2 describe the circumstances and new thresholds to which they may be raised when, as determined by the head of an executive agency, they are used to support the purposes enumerated in (b)(1) through (b)(5).",P_18_001_b: Micro-purchase and simplified acquisition thresholds may be raised under specified emergency circumstances as determined by head of executive agency,P_18_001_b = P_18_001_b_1 ∨ P_18_001_b_2 ∨ P_18_001_b_3 ∨ P_18_001_b_4 ∨ P_18_001_b_5,P_2,Addition (Add): Rule 8,VALIDATED,PASS,PASS,"Parent proposition for threshold elevation authority. Subsections (b)(1)-(b)(5) are disjunctive triggers: any one of the five circumstances independently activates the permissive authority. Uses disjunction because each subsection is a separate qualifying condition, not cumulative requirements. Head of executive agency determination is a common antecedent across all five. Part 2 contains the actual threshold definitions and values.",HIGH
18,18.001(c),P_18_001_c,"See part 12 for increased thresholds that may be used in acquiring commercial products or commercial services to support a contingency operation, or to help defend against or recover from cyber, nuclear, biological, chemical, or radiological attack; to support a request from the Secretary of State or the Administrator of the United States Agency for International Development to help provide international disaster assistance; or to support response to an emergency or major disaster. The threshold for using simplified acquisition procedures may also be raised when the acquisition is treated as a commercial product or commercial service in accordance with paragraph (d) of this section.","P_18_001_c_a: Acquisition supports contingency operation, CBRN-cyber defense/recovery, international disaster assistance request, or emergency/major disaster response; P_18_001_c_b: Increased thresholds for simplified acquisition procedures may be used for commercial products or commercial services; P_18_001_c_c: Acquisition is treated as commercial product or commercial service per 18.001(d); P_18_001_c_d: Threshold for simplified acquisition procedures may be raised",(P_18_001_c_a ⊃ (P_18_001_c_b ∨ ~P_18_001_c_b)) ∧ (P_18_001_c_c ⊃ (P_18_001_c_d ∨ ~P_18_001_c_d)),P_12; P_18_001_d,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,"Two permissive authorities in one section. First: increased commercial thresholds available for the same emergency circumstances as (b)(1)-(4). Second: SAP threshold may also be raised when acquisition gets commercial treatment under (d). Both are 'may' authorities creating discretion, not mandates. Part 12 contains the actual increased threshold values. Internal dependency on 18.001(d) for commercial treatment determination.",MEDIUM
18,18.001(d),P_18_001_d,"Contracting officers may treat any acquisition of supplies or services as an acquisition of commercial products or commercial services if the head of the agency determines the acquisition is to be used to help defend against or recover from cyber, nuclear, biological, chemical, or radiological attack. (See part 12.)","P_18_001_d_a: Head of agency determines acquisition is used to defend against or recover from cyber, nuclear, biological, chemical, or radiological attack; P_18_001_d_b: Contracting officer treats acquisition of supplies or services as commercial products or commercial services",P_18_001_d_a ⊃ (P_18_001_d_b ∨ ~P_18_001_d_b),P_12,Material Implication (Impl): Rule 15 [HIGH-RISK]; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,"Permissive 'may' creates discretionary authority for commercial treatment. Narrower trigger than (b): only CBRN-cyber attack defense/recovery qualifies, not contingency operations, disaster assistance, or emergency response. Head of agency (not CO) must make the determination. CO then has discretion on whether to apply commercial treatment. This is a significant flexibility that removes the requirement to justify commercial nature of the product/service. Part 12 governs commercial acquisition procedures.",MEDIUM
