RFO_Part,Section_Number,Propositional_ID,Natural_Language,Atomic_Propositions,Formal_Logic_Statement,Dependencies,Justification_Rules,Validation_Status,Logical_Check,Real_World_Check,Validation_Notes,Confidence_Level
36,36.000,P_36_000,"This part prescribes policies and procedures for construction, which includes dismantling, demolition or removal of improvements; and architect-engineer services.","P_36_000_a: Part 36 prescribes policies and procedures for construction including dismantling, demolition, or removal of improvements; P_36_000_b: Part 36 prescribes policies and procedures for architect-engineer services",P_36_000 = P_36_000_a ∧ P_36_000_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Declarative scope statement. Two domains: construction and A-E services.,HIGH
36,36.001,P_36_001,"As used in this part -- Firm as it relates to architect-engineer services, means any individual, partnership, corporation, association, or other legal entity permitted by law to practice the professions of architecture or engineering.","P_36_001_a: Firm means any individual, partnership, corporation, association, or other legal entity; P_36_001_b: Entity must be permitted by law to practice architecture or engineering",P_36_001 = P_36_001_a ∧ P_36_001_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Definitional provision. Both elements required: legal entity AND legally permitted to practice.,HIGH
36,36.002,P_36_002,"Policy for construction and architect-engineer contracts encompassing project labor agreements, market research, acquisition procedures, and sustainable building practices.",P_36_002: Policy requirements for construction and A-E contracts,P_36_002 = P_36_002_a ∧ P_36_002_b ∧ P_36_002_c ∧ P_36_002_d,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent proposition aggregating four policy subsections.,HIGH
36,36.002(a),P_36_002_a,"Agencies must require the use of a project labor agreement for Federal construction projects with a total estimated construction cost at or above $35 million, unless an exception applies (see part 22).",P_36_002_a_1: Federal construction project has total estimated cost >= $35M; P_36_002_a_2: No exception under part 22 applies; P_36_002_a_3: Agency requires project labor agreement,(P_36_002_a_1 ∧ P_36_002_a_2) ⊃ P_36_002_a_3,P_22,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,Conditional mandatory requirement with exception clause. Both threshold AND absence of exception required. External dependency on Part 22.,MEDIUM
36,36.002(b),P_36_002_b,"Contracting officers conducting market research for Federal construction contracts valued at or above $35 million, must ensure that the market research procedures (see part 10) involve a current and proactive examination of the market conditions in the project area to determine national, regional, and local entity interest in participating on a project that requires a project labor agreement, and to understand the availability of unions, and unionized and non-unionized contractors. Contracting officers may coordinate with agency labor advisors, as appropriate.",P_36_002_b_1: Construction contract valued >= $35M; P_36_002_b_2: CO ensures market research involves current/proactive examination of market conditions; P_36_002_b_3: Market research determines entity interest in PLA project; P_36_002_b_4: Market research determines availability of unions and contractors; P_36_002_b_5: CO may coordinate with agency labor advisors,(P_36_002_b_1) ⊃ (P_36_002_b_2 ∧ P_36_002_b_3 ∧ P_36_002_b_4) ∧ (P_36_002_b_1 ⊃ (P_36_002_b_5 ∨ ~P_36_002_b_5)),P_10,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,Complex conditional combining mandatory market research (must) with permissive coordination (may). $35M threshold triggers mandatory actions. External dependency on Part 10.,MEDIUM
36,36.002(c),P_36_002_c,"The contracting officer must use one of the following acquisition procedures when contracting for the design and construction of a public building, facility, or work.",P_36_002_c: CO must use one of the specified acquisition procedures,P_36_002_c = P_36_002_c_1 ∨ P_36_002_c_2 ∨ P_36_002_c_3,None,Addition (Add): Rule 8,VALIDATED,PASS,PASS,Disjunctive parent. Any one of three procedures satisfies the requirement.,HIGH
36,36.002(c)(1),P_36_002_c_1,"Design-bid-build established under 40 U.S.C. chapter 11, Selection of Architects and Engineers.",P_36_002_c_1: Design-bid-build per 40 U.S.C. chapter 11,P_36_002_c_1,None,N/A (atomic),VALIDATED,PASS,PASS,Atomic. Authorized acquisition procedure.,HIGH
36,36.002(c)(2),P_36_002_c_2,Two-phase design-build selection procedures authorized by 10 U.S.C. 3241 or 41 U.S.C. 3309.,P_36_002_c_2: Two-phase design-build per 10 U.S.C. 3241 or 41 U.S.C. 3309,P_36_002_c_2,None,N/A (atomic),VALIDATED,PASS,PASS,Atomic. Authorized acquisition procedure.,HIGH
36,36.002(c)(3),P_36_002_c_3,Another acquisition procedure authorized by law.,P_36_002_c_3: Other legally authorized acquisition procedure,P_36_002_c_3,None,N/A (atomic),VALIDATED,PASS,PASS,Catch-all provision.,HIGH
36,36.002(d),P_36_002_d,"Agencies must implement high-performance sustainable building design, construction, renovation, repair, commissioning, operation and maintenance, management, and deconstruction practices.",P_36_002_d: Agencies implement sustainable building practices,P_36_002_d = P_36_002_d_1 ∧ P_36_002_d_2 ∧ P_36_002_d_3,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent for sustainable building requirements.,HIGH
36,36.002(d)(1),P_36_002_d_1,"All new construction and modernization projects greater than 25,000 gross square feet are designed, constructed, and maintained to meet or exceed Government sustainable design and operations principles in accordance with the Guiding Principles.","P_36_002_d_1_a: New construction or modernization project > 25,000 GSF; P_36_002_d_1_b: Project meets or exceeds Guiding Principles",P_36_002_d_1_a ⊃ P_36_002_d_1_b,None,Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,Conditional requirement triggered by project size. HIGH-RISK for implication.,MEDIUM
36,36.002(d)(2),P_36_002_d_2,"All renovation projects of existing Federal buildings/facilities must use, to the greatest extent possible, Government sustainable design and operations principles in accordance with the Guiding Principles.",P_36_002_d_2_a: Project is renovation of existing Federal building; P_36_002_d_2_b: Uses sustainable principles to greatest extent possible,P_36_002_d_2_a ⊃ P_36_002_d_2_b,None,Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,"Conditional with qualifying language ""to greatest extent possible"" softening the absolute nature.",MEDIUM
36,36.002(d)(3),P_36_002_d_3,Rehabilitation of Federally-owned historic buildings utilizes best practices and technologies in retrofitting to promote long-term viability of the buildings.,P_36_002_d_3_a: Project involves rehabilitation of Federally-owned historic building; P_36_002_d_3_b: Uses best practices and technologies for long-term viability,P_36_002_d_3_a ⊃ P_36_002_d_3_b,None,Material Implication (Impl): Rule 15 [HIGH-RISK],PENDING_REVIEW,PASS,PASS,"Conditional for historic building rehabilitation. Declarative ""utilizes"" rather than ""shall.""",MEDIUM
36,36.101,P_36_101,Construction pre-solicitation requirements.,P_36_101: Construction pre-solicitation requirements,P_36_101 = P_36_101_1 ∧ P_36_101_2 ∧ P_36_101_3 ∧ P_36_101_4 ∧ P_36_101_5 ∧ P_36_101_6 ∧ P_36_101_7,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent for all construction pre-solicitation sections.,HIGH
36,36.101-1,P_36_101_1,Acquisition strategy for construction contracts.,P_36_101_1: Acquisition strategy requirements,P_36_101_1 = P_36_101_1_a ∧ P_36_101_1_b,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent. Sealed bidding and contract type/pricing.,HIGH
36,36.101-1(a),P_36_101_1_a,"The contracting officer will only use sealed bid procedures (see part 14) for a construction contract if the conditions in part 6 for use of sealed bidding are met. However, the contracting officer should not use sealed bidding if the contract will be performed outside the United States and its outlying areas.",P_36_101_1_a_1: Part 6 conditions for sealed bidding met; P_36_101_1_a_2: CO uses sealed bid procedures; P_36_101_1_a_3: Contract performed outside US; P_36_101_1_a_4: CO should not use sealed bidding,(P_36_101_1_a_1 ⊃ P_36_101_1_a_2) ∧ (P_36_101_1_a_3 ⊃ P_36_101_1_a_4),P_6; P_14,Material Implication (Impl): Rule 15 [HIGH-RISK]; Conjunction (Conj): Rule 7,PENDING_REVIEW,PASS,PASS,"Two conditionals. First mandatory (""will only""), second advisory (""should not""). External deps Parts 6, 14.",MEDIUM
36,36.101-1(b),P_36_101_1_b,Contract type and pricing considerations for construction.,P_36_101_1_b: Contract type and pricing addressed in acquisition plan,P_36_101_1_b = P_36_101_1_b_1 ∧ P_36_101_1_b_2 ∧ P_36_101_1_b_3 ∧ P_36_101_1_b_4,None,Conjunction (Conj): Rule 7,VALIDATED,PASS,PASS,Parent for pricing/contract type considerations.,HIGH
36,36.101-1(b)(1),P_36_101_1_b_1,"Generally, firm-fixed-price contracts must be used to acquire construction.",P_36_101_1_b_1: FFP contracts used for construction,P_36_101_1_b_1 = P_36_101_1_b_1_i ∨ P_36_101_1_b_1_ii ∨ P_36_101_1_b_1_iii,None,Addition (Add): Rule 8,VALIDATED,PASS,PASS,FFP mandatory; pricing method is disjunctive choice.,HIGH
36,36.101-1(b)(1)(i),P_36_101_1_b_1_i,On a lump-sum basis (when a lump sum is paid for the total work or defined parts of the work).,P_36_101_1_b_1_i: FFP priced lump-sum,P_36_101_1_b_1_i,None,N/A (atomic),VALIDATED,PASS,PASS,Pricing option.,HIGH
36,36.101-1(b)(1)(ii),P_36_101_1_b_1_ii,On a unit-price basis (when a unit price is paid for a specified quantity of work units).,P_36_101_1_b_1_ii: FFP priced unit-price,P_36_101_1_b_1_ii,None,N/A (atomic),VALIDATED,PASS,PASS,Pricing option.,HIGH
36,36.101-1(b)(1)(iii),P_36_101_1_b_1_iii,Using a combination of the two methods.,P_36_101_1_b_1_iii: FFP priced combination,P_36_101_1_b_1_iii,P_36_101_1_b_1_i; P_36_101_1_b_1_ii,N/A (atomic),VALIDATED,PASS,PASS,Pricing option referencing preceding methods.,HIGH
36,36.101-1(b)(2),P_36_101_1_b_2,Lump-sum pricing must be used in preference to unit pricing except when conditions apply.,P_36_101_1_b_2: Lump-sum preferred unless exceptions,~(P_36_101_1_b_2_i ∨ P_36_101_1_b_2_ii ∨ P_36_101_1_b_2_iii ∨ P_36_101_1_b_2_iv) ⊃ P_36_101_1_b_1_i,P_36_101_1_b_1_i,Material Implication (Impl): Rule 15 [HIGH-RISK]; Negation (Neg): Rule 10; Addition (Add): Rule 8,PENDING_REVIEW,PASS,PASS,"Conditional preference with exception list. If no exceptions, lump-sum required.",MEDIUM
36,36.101-1(b)(2)(i),P_36_101_1_b_2_i,"Large quantities of work such as grading, paving, building outside utilities, or site preparation are involved.",P_36_101_1_b_2_i: Large quantities of work involved,P_36_101_1_b_2_i,None,N/A (atomic),VALIDATED,PASS,PASS,Exception condition. Examples illustrative.,HIGH
36,36.101-1(b)(2)(ii),P_36_101_1_b_2_ii,"Quantities of work, such as excavation, cannot be estimated with sufficient confidence to permit a lump-sum offer without a substantial contingency.",P_36_101_1_b_2_ii: Quantities cannot be estimated with confidence,P_36_101_1_b_2_ii,None,N/A (atomic),VALIDATED,PASS,PASS,Exception condition.,HIGH
36,36.101-1(b)(2)(iii),P_36_101_1_b_2_iii,Estimated quantities of work required may change significantly during construction.,P_36_101_1_b_2_iii: Quantities may change significantly,P_36_101_1_b_2_iii,None,N/A (atomic),VALIDATED,PASS,PASS,Exception condition.,HIGH
36,36.101-1(b)(2)(iv),P_36_101_1_b_2_iv,Offerors would have to expend unusual effort to develop adequate estimates.,P_36_101_1_b_2_iv: Unusual effort to estimate,P_36_101_1_b_2_iv,None,N/A (atomic),VALIDATED,PASS,PASS,Exception condition.,HIGH
36,36.101-1(b)(3),P_36_101_1_b_3,"Fixed-price contracts with economic price adjustment may be used if such a provision is customary in contracts for the type of work being acquired, or when omission of an adjustment provision would preclude a significant number of firms from submitting offers or would result in offerors including unwarranted contingencies in proposed prices.",P_36_101_1_b_3_a: EPA customary for work type; P_36_101_1_b_3_b: Omission would preclude significant firms; P_36_101_1_b_3_c: Omission would cause unwarranted contingencies; P_36_101_1_b_3_d: FP-EPA may be used,(P_36_101_1_b_3_a ∨ P_36_101_1_b_3_b ∨ P_36_101_1_b_3_c) ⊃ (P_36_101_1_b_3_d ∨ ~P_36_101_1_b_3_d),None,Material Implication (Impl): Rule 15 [HIGH-RISK]; Addition (Add): Rule 8; Tautology (Taut): Rule 18,PENDING_REVIEW,PASS,PASS,"Permissive ""may"" with disjunctive conditions. Any one condition enables but does not mandate FP-EPA.",MEDIUM
